	Entity Name	Alternative Name	Tag	Reference
2530	Rain-makers			Yule
2531	Rainald			Yule
2532	Rainy season			Yule
2533	Rajkot leather-work			Yule
2534	Rakka			Yule
2535	Rama Kamheng			Yule
2536	Rameshwaram			Yule
2537	Ramnad			Yule
2538	Rampart of Gog and Magog			Yule
2539	Ramusio			Yule
2540	Ramusio's collection of Voyages and Travels			Murray
2541	Ranking			Yule
2542	Raonano–Rao			Yule
2543	Rapson			Yule
2544	Ras Haili			Yule
2545	Rashíduddín			Yule
2546	Ravenala tree			Yule
2547	Raw meat eaten			Yule
2548	Rawlinson			Yule
2549	Reclus			Yule
2550	Red Sea			Yule
2551	Red gold and red Tangas			Yule
2552	Red sect of Lamas			Yule
2553	Refraction			Yule
2554	Regains his liberty		Person	Murray
2555	Reindeer ridden			Yule
2556	Religion			Yule
2557	Remission of taxation by Kúblái			Yule
2558	Rennell			Yule
2559	Reobarle		Location	Murray
2560	Reobarles	Rúdbár		Yule
2561	Revenue of Kinsay			Yule
2562	Rhinoceros 			Yule
2563	Rhinoceros of Sumatra			Murray
2564	Rhins			Yule
2565	Rhubarb			Yule
2566	Riant			Yule
2567	Ricci			Yule
2568	Rice			Yule
2569	Rice-wine			Yule
2570	Richard II			Yule
2571	Richthofen			Yule
2572	Right and Left			Yule
2573	Rio Marabia			Yule
2574	Roads radiating from Cambaluc			Yule
2575	Robbers in Persia			Yule
2576	Robbers’ River			Yule
2577	Robes distributed by Kúblái			Yule
2578	Roborovsky			Yule
2579	Rochefort			Yule
2580	Rockets			Yule
2581	Rockhill			Yule
2582	Rofia palm			Yule
2583	Rome			Yule
2584	Rori–Bakkar			Yule
2585	Rosaries			Yule
2586	Rostof and Susdal			Yule
2587	Roth			Yule
2588	Rouble			Yule
2589	Roxana			Yule
2590	Roze de l’Açur			Yule
2591	Rubies			Yule
2592	Rubruquis		Person	Murray,Yule
2593	Ruby mines in Badakhshan			Yule
2594	Ruc	Rukh		Yule
2595	Rudder			Yule
2596	Rudra Deva			Yule
2597	Rudrama Devi			Yule
2598	Rukh			Yule
2599	Rukhnuddin			Yule
2600	Runiz			Yule
2601	Ruomedam–Ahomet			Yule
2602	Rupen			Yule
2603	Rupert			Yule
2604	Russia			Murray,Yule
2605	Russians			Yule
2606	Rusticiano of Pisa			Yule
2607	Rusticians		Person	Murray
2608	Rusták			Yule
2609	Ruysch’s map			Yule
2610	Ráin			Yule
2611	Ráná Paramitá‘s Woman Country			Yule
2612	Rúdbár-i-Lass			Yule
2613	Rúdkhánah-i-Duzdi	Robbers’ River		Yule
2614	Rúdkhánah-i-Shor	Salt River		Yule
2615	Rúm			Yule
2616	Rüppell’s Table of Abyssinian kings			Yule
2617	Sa-van-fu 	Siang-yang-fou	Location	Murray
2618	Saadi			Yule
2619	Saba	Sava		Yule
2620	Sabaste			Yule
2621	Sable			Yule
2622	Sabreddin			Yule
2623	Sabzawur			Yule
2624	Sacchion	Cha-tcheou		Murray
2625	Sacchion 	Cha-tcheou	Location	Murray
2626	Sachiu	Sha-chau		Yule
2627	Sacrifices of people of Tangut			Yule
2628	Saffron			Yule
2629	Sagacity of sledge-dogs			Yule
2630	Sagamon Borcan			Yule
2631	Sagatu			Yule
2632	Saggio 			Yule
2633	Sago			Yule
2634	Saianfu			Yule
2635	Saif Arad			Yule
2636	Saifuddin Nazrat			Yule
2637	Saimur	Chaul		Yule
2638	Sain Khan	 Batu		Yule
2639	Saker falcons			Yule
2640	Sakta doctrines			Yule
2641	Sakya Muni	Sagamon Borcan		Yule
2642	Salamander			Yule
2643	Salar	Ho-chau		Yule
2644	Salem			Yule
2645	Salghur			Yule
2646	Salsette Island			Yule
2647	Salt		Location	Murray,Yule
2648	Salwen River			Yule
2649	Samagar			Yule
2650	Samara			Yule
2651	Samarcan 	Samarcand	Location	Murray
2652	Samarkand	Samarcan		Yule
2653	Sampson			Yule
2654	Samudra			Yule
2655	Samuel			Yule
2656	Samána			Yule
2657	San Giovanni Grisostomo			Yule
2658	San Lorenzo			Yule
2659	Sandu			Yule
2660	Sanf			Yule
2661	Sanglich			Yule
2662	Sangon			Yule
2663	Sangín			Yule
2664	Sang–Miau			Yule
2665	Sanitary effects of Mountain air			Yule
2666	Sanjar			Yule
2667	Sankin Hoto			Yule
2668	Sanuto of Torcelli			Yule
2669	Sappan wood			Yule
2670	Sapta–Shaila			Yule
2671	Sapurgan	Shibbergaun	Location	Murray,Yule
2672	Sar-i-kol			Yule
2673	Saracanco	Saraichik		Yule
2674	Saracens		Organization	Murray,Yule
2675	Sarai	Sara		Yule
2676	Saratov			Yule
2677	Sarbizan Pass			Yule
2678	Sardines			Yule
2679	Sarghalan River			Yule
2680	Sarha			Yule
2681	Sarhadd River			Yule
2682	Sarsáti			Yule
2683	Sartach		Person	Murray
2684	Sartak			Yule
2685	Sassanian dynasty			Yule
2686	Sati			Yule
2687	Satin			Yule
2688	Sava		Location	Murray
2689	Savast	Siwas		Yule
2690	Scanderoon			Yule
2691	Scasem			Yule
2692	Scassem	Koondooz	Location	Murray
2693	Scherani			Yule
2694	Schiltberger			Yule
2695	Schindler			Yule
2696	Schlegel			Yule
2697	Schmidt			Yule
2698	Schuyler			Yule
2699	Schönborn			Yule
2700	Scidmore			Yule
2701	Scotra			Yule
2702	Scotra  	Socotra	Location	Murray
2703	Scythians		Organization	Murray
2704	Sea of Chin			Yule
2705	Seal			Yule
2706	Sebaste			Yule
2707	Sebourc			Yule
2708	Sees of Latin Church			Yule
2709	Sefavíehs			Yule
2710	Seilan			Yule
2711	Seilan 	Ceylon	Person	Murray
2712	Self-decapitation			Yule
2713	Selitrennoyé Gorodok	Saltpetre Town		Yule
2714	Seljukian dynasty			Yule
2715	Semal tree			Yule
2716	Semedo			Yule
2717	Semenat			Yule
2718	Semenat 	Sumnaut	Location	Murray
2719	Sempad			Yule
2720	Sendal			Yule
2721	Sendemain			Yule
2722	Sender Bandi Davar			Yule
2723	Seneca			Yule
2724	Senecherim			Yule
2725	Seni			Yule
2726	Sensin			Yule
2727	Sentemur			Yule
2728	Sepulchre of Adam			Yule
2729	Serano			Yule
2730	Serazi 	Shíráz		Yule
2731	Serendib			Yule
2732	Sergamon Borcam			Murray
2733	Serpents			Yule
2734	Sertorius			Yule
2735	Sesamé			Yule
2736	Seth’s mission to Paradise			Yule
2737	Sevan Lake			Yule
2738	Seven Arts			Yule
2739	Severtsoff			Yule
2740	Seyyed Barghash			Yule
2741	Sha-chau	Sachin		Yule
2742	Shabankara			Yule
2743	Shabar			Yule
2744	Shadow			Yule
2745	Shah Abbas			Yule
2746	Shah Werdy			Yule
2747	Shahr Mandi			Yule
2748	Shahr-i-Babek			Yule
2749	Shahr-i-Nao	Siam		Yule
2750	Shaibani Khan			Yule
2751	Shaikhs (Esheks			Yule
2752	Shakespeare			Yule
2753	Shamanism			Murray,Yule
2754	Shampath			Yule
2755	Shamsuddin Shamatrani			Yule
2756	Shamuthera			Yule
2757	Shan	Laotian		Yule
2758	Shan (Laotian			Yule
2759	Shan-hai-kwan			Yule
2760	Shan-si			Yule
2761	Shan-tung			Yule
2762	Shanars of Tinnevelly			Yule
2763	Shandu		Location	Murray
2764	Shang-hai			Yule
2765	Shangking–Fungking			Yule
2766	Shangtu			Yule
2767	Shangtu Keibung			Yule
2768	Shankárah			Yule
2769	Shao-hing-fu			Yule
2770	Shao-ling			Yule
2771	Shara-ul-buks			Yule
2772	Sharakhs			Yule
2773	Sharks and shark charmers			Yule
2774	Shauls			Yule
2775	Shaw			Yule
2776	Shawls of Kerman			Yule
2777	Shawánkára	Soncara		Yule
2778	Sheep			Yule
2779	Sheep’s head given to horses			Yule
2780	Shehr			Yule
2781	Shehrizor	Kerkuk		Yule
2782	Shen-si			Yule
2783	Shenrabs			Yule
2784	Shentseu tribe			Yule
2785	Sheuping			Yule
2786	Shewá			Yule
2787	Shi-tsung			Yule
2788	Shibrgán	Sapurgan		Yule
2789	Shieng			Yule
2790	Shighnan	Syghinan		Yule
2791	Shighnan 			Yule
2792	Shikárgáh			Yule
2793	Shing-king			Yule
2794	Ships			Yule
2795	Shireghi			Yule
2796	Shirha			Yule
2797	Shirwan			Yule
2798	Shoa			Yule
2799	Shob’aengs of Nicobar			Yule
2800	Shodja ed-din Kurshid			Yule
2801	Shor–Rud	Salt River		Yule
2802	Shot of Military Engines			Yule
2803	Shpilevsky			Yule
2804	Shut up nations			Yule
2805	Shwéli River			Yule
2806	Sháliát			Yule
2807	Shíráz	Cerazi		Yule
2808	Shúlistán	Suolstan		Yule
2809	Shúls of Shauls			Yule
2810	Si Hia			Yule
2811	Si-fan		Organization	Murray
2812	Si-hu			Yule
2813	Si-ngan fu	Kenjanfu		Yule
2814	Si-ngan fu 			Yule
2815	Siam			Yule
2816	Siang-yang-fu	Saianfu		Yule
2817	Siberia			Yule
2818	Sibree			Yule
2819	Sick men put to death and eaten by their friends			Yule
2820	Siddhárta			Yule
2821	Sidi Ali			Yule
2822	Sien			Yule
2823	Sifan			Yule
2824	Sigatay			Yule
2825	Sighelm			Yule
2826	Sijistán			Yule
2827	Siju	Suthsian		Yule
2828	Sikintinju	Kien-chow		Yule
2829	Silesia			Yule
2830	Silk			Yule
2831	Silver chairs			Yule
2832	Simon			Yule
2833	Simurgh			Yule
2834	Simúm			Yule
2835	Sin-din-fu	Tching-tou-fou	Location	Murray
2836	Sin-gui		Location	Murray
2837	Sin-gui 	Sou-teheou-fou	Location	Murray
2838	Sinbad			Yule
2839	Sind	Sindhu–Sauvira		Yule
2840	Sindachu	Siuen-hwa fu		Yule
2841	Sindafu	Chengtu-fu		Yule
2842	Sindhu–Sauvira	Sindh-Ságor		Yule
2843	Sindábúr	Goa		Yule
2844	Singapore			Yule
2845	Singkel			Yule
2846	Singphos			Yule
2847	Sings			Yule
2848	Singtur			Yule
2849	Singuyli 	Cranganor		Yule
2850	Sinhopala 	Accambale		Yule
2851	Sinju	Si-ning fu		Yule
2852	Sinju 			Yule
2853	Sinju-matu			Yule
2854	Sinope			Yule
2855	Sinugul 	Soui-tcheou	Location	Murray
2856	Sir-i-Chashma			Yule
2857	Sirikol			Yule
2858	Sirocco			Murray
2859	Sis			Yule
2860	Sismondi			Murray
2861	Sitting in air			Yule
2862	Siu chau			Yule
2863	Siuen-hwa-fu			Yule
2864	Siva			Yule
2865	Sivas			Yule
2866	Siwastán			Yule
2867	Siwi			Yule
2868	Sixtus V			Yule
2869	Siyurgutmish			Yule
2870	Sladen			Yule
2871	Slaves in Bengal			Yule
2872	Sledges			Yule
2873	Sleeping-mats			Yule
2874	Sluices of Grand Canal			Yule
2875	Smith			Yule
2876	Sneezing			Yule
2877	Socotra	Scotra		Yule
2878	Soer	Suhar		Yule
2879	Sofala			Yule
2880	Sogoman Borcan			Yule
2881	Sol			Yule
2882	Soldaia			Yule
2883	Soldan			Yule
2884	Soldurii			Yule
2885	Soli			Yule
2886	Solomon			Yule
2887	Soltania			Yule
2888	Somnath 	Semenat		Yule
2889	Sonagar-pattanam			Yule
2890	Soncara	Shawankára		Yule
2891	Sondur and Condur 	Pulo Condore		Murray,Yule
2892	Sorcerers			Yule
2893	Sornau	Shahr-i-Nau		Yule
2894	Sotiates			Yule
2895	Soucat			Yule
2896	Southey			Yule
2897	Spaan			Yule
2898	Spice			Yule
2899	Spice wood			Yule
2900	Spices in China			Yule
2901	Spikenard			Yule
2902	Spinello Aretini			Yule
2903	Spirit drawings and spiritual flowers			Yule
2904	Spirits haunting deserts			Yule
2905	Spiritualism in China			Yule
2906	Spittoons			Yule
2907	Spodium 	Spodos		Yule
2908	Sport and game			Yule
2909	Sposk			Yule
2910	Springolds			Yule
2911	Springs			Yule
2912	Sprinkling of drink			Yule
2913	Squares at Kinsay			Yule
2914	Sri–Thammarat			Yule
2915	Sri–Vaikuntham			Yule
2916	Sse River			Yule
2917	St. Anno of Cologne			Yule
2918	St. Barlaam and St. Josafat			Yule
2919	St. Barsauma			Yule
2920	St. Blasius 			Yule
2921	St. Brandon			Yule
2922	St. Buddha			Yule
2923	St. Epiphanius			Yule
2924	St. George			Yule
2925	St. Helena			Yule
2926	St. James’ Shrine			Yule
2927	St. John the Baptist			Yule
2928	St. Leonard’s Convent in Georgia			Yule
2929	St. Lewis			Yule
2930	St. Martin			Yule
2931	St. Mary’s Island			Yule
2932	St. Matthew			Yule
2933	St. Matthew’s Gospel			Yule
2934	St. Nina			Yule
2935	St. Sabba’s at Acre			Yule
2936	St. Thomas			Yule
2937	St. Thomas’s Isle			Yule
2938	Stack			Yule
2939	Star Chart			Yule
2940	Star of Bethlehem			Yule
2941	Steamers on Yangtse-kiang			Yule
2942	Steel mines at Kermán			Yule
2943	Stefani			Yule
2944	Stein			Yule
2945	Stiens of Cambodia			Yule
2946	Stirrups			Yule
2947	Stitched vessels			Yule
2948	Stockade erected by Polo’s party in Sumatra			Yule
2949	Stone			Yule
2950	Stones giving invulnerability			Yule
2951	Su-chau			Yule
2952	Su-chau 	Suju		Yule
2953	Su-tásh			Yule
2954	Submersion of part of Ceylon			Yule
2955	Subterraneous irrigation			Yule
2956	Suburbs of Cambaluc			Yule
2957	Subutai			Yule
2958	Succiur 	Sou-tcheou	Location	Murray
2959	Suchnan River			Yule
2960	Sudarium			Yule
2961	Sugar			Yule
2962	Suh-chau	Sukchur		Yule
2963	Suicides before an idol			Yule
2964	Sukchur			Yule
2965	Sukkothai			Yule
2966	Sukum Kala’			Yule
2967	Suleiman			Yule
2968	Sulphur and quicksilver			Yule
2969	Sultan Shah			Yule
2970	Sultaniah			Yule
2971	Sumatra		Location	Murray,Yule
2972	Sumatra 			Yule
2973	Sumbawa			Yule
2974	Summers			Yule
2975	Sumutala			Yule
2976	Sun and moon			Yule
2977	Sundar Fúlát 			Yule
2978	Sundara Pandi Devar			Yule
2979	Sung			Yule
2980	Sunnis and Shias			Yule
2981	Suolstan	Shulistan		Yule
2982	Superstitions in Tangut			Yule
2983	Survival			Yule
2984	Sur–Raja			Yule
2985	Sushun			Yule
2986	Suttee			Murray
2987	Suttees in S. India			Yule
2988	Suákin			Yule
2989	Swans			Yule
2990	Swat			Yule
2991	Swi-fu			Yule
2992	Sword blades of India			Yule
2993	Syghinan			Yule
2994	Sykes			Yule
2995	Sylen	Ceylon		Yule
2996	Symbolical messages			Yule
2997	Syrian Christians			Yule
2998	Sze-ch’wan			Yule
2999	Sze-ch’wan 	Ch’eng-tu		Yule
3000	Szechényi			Yule
3001	Sálih			Yule
3002	Sárdú Pass			Yule
3003	Sávah	Saba		Yule
3004	Sínkalán			Yule
3005	Sírján 	Shirján		Yule
3006	Síráf	Kish		Yule
3007	Sístán			Yule
3008	Súddhodhana			Yule
3009	Ta Tsing River			Yule
3010	Ta-pa-Shan range			Yule
3011	Ta-t’sien-lu			Yule
3012	Tabashir			Yule
3013	Tabbas			Yule
3014	Table of the Great Khan			Yule
3015	Tables			Yule
3016	Tablet			Yule
3017	Tablets of Authority			Yule
3018	Tabriz	Tauris		Yule
3019	Tachindo			Yule
3020	Tacitus			Yule
3021	Tactics			Yule
3022	Tacuin			Yule
3023	Tadinfu			Yule
3024	Taeping			Yule
3025	Taeping Insurrection and Devastations			Yule
3026	Taffetas			Yule
3027	Taft			Yule
3028	Tafurs			Yule
3029	Tagachar			Yule
3030	Tagaung			Yule
3031	Tagharma Pass			Yule
3032	Taghdúngbásh River			Yule
3033	Tai-in-fu 	Tai-yuen-fou	Location	Murray
3034	Tai-kan	Khoolloom	Location	Murray
3035	Tai-tsu			Yule
3036	Taianfu	T’ai-yuan-fu		Yule
3037	Taiani			Yule
3038	Taican			Yule
3039	Taichau	Tigu		Yule
3040	Taidu			Yule
3041	Taikung			Yule
3042	Tailed men			Yule
3043	Tailors			Yule
3044	Taimúni tribe			Yule
3045	Taiting-fu	Tadinfu		Yule
3046	Taitong-fu			Yule
3047	Tajiks of Badakhshan			Yule
3048	Takfúr			Yule
3049	Takhtapul			Yule
3050	Takla–Makan			Yule
3051	Talains			Yule
3052	Talas River			Yule
3053	Tali			Yule
3054	Talifu	Carajan		Yule
3055	Talikan			Yule
3056	Tallies			Yule
3057	Tam-pin-gui		Location	Murray
3058	Tamarind			Yule
3059	Tamerlan			Yule
3060	Tana	Azov		Yule
3061	Tana 	Bombay	Location	Murray
3062	Tana–Maiambu			Yule
3063	Tana–Malayu			Yule
3064	Tanduc			Yule
3065	Tangnu Oola			Yule
3066	Tangut		Location	Murray
3067	Tangut province			Yule
3068	Tangutan			Yule
3069	Tanjore			Yule
3070	Tanpiju	Shaohing		Yule
3071	Tantras			Yule
3072	Tao-lin			Yule
3073	Tao-sze	Taossé		Yule
3074	Taprobana			Yule
3075	Tarakai			Yule
3076	Tarantula			Yule
3077	Tarem			Yule
3078	Tares of the parable			Yule
3079	Tarmabala			Yule
3080	Tarok Man and Tarok Myo			Yule
3081	Tartar language			Yule
3082	Tartars			Yule
3083	Tartars driven out of China			Murray
3084	Tartary cloths			Yule
3085	Tarungares			Yule
3086	Taríkh-i-Rashídí			Yule
3087	Tataríya coins			Yule
3088	Tathung			Yule
3089	Tattooing			Yule
3090	Tatu	Taichu		Yule
3091	Tatyang Khan			Yule
3092	Tauris			Yule
3093	Taurizi			Yule
3094	Tawálisi			Yule
3095	Taxes			Yule
3096	Tchakiri Mondou	Modun		Yule
3097	Tea			Murray
3098	Tea trees in E. Tibet			Yule
3099	Tea-houses at Kingszé			Yule
3100	Tebet			Yule
3101	Tedaldo			Yule
3102	Teeth			Yule
3103	Teflis		Location	Murray
3104	Tegana			Yule
3105	Teghele			Yule
3106	Teimur	Temur		Yule
3107	Tekla			Yule
3108	Tekrit			Yule
3109	Telingana			Yule
3110	Telo Samawe			Yule
3111	Tembul	Betel		Yule
3112	Temkan			Yule
3113	Temple			Yule
3114	Temple’s account of the Condor			Yule
3115	Temugin		Person	Murray
3116	Temujin			Yule
3117	Temur		Person	Murray
3118	Tenduc		Location	Murray,Yule
3119	Tengri			Yule
3120	Tennasserim			Yule
3121	Tents			Yule
3122	Tents of  the great khan			Murray
3123	Terebinth			Yule
3124	Terra Australis			Yule
3125	Terra Mountains			Yule
3126	Te–Tsung			Yule
3127	Thai			Yule
3128	Thai-yuanfu	Taianfu		Yule
3129	Thaigin			Yule
3130	Theft			Yule
3131	Theistic worship			Yule
3132	Thelasar			Yule
3133	Theobald			Yule
3134	Theodorus			Yule
3135	Theodosius the Great			Yule
3136	Theophilus			Yule
3137	Thian Shan			Yule
3138	Thianté-Kiun			Yule
3139	Thibet		Location	Murray
3140	Thin l’Evêque			Yule
3141	Tholoman			Yule
3142	Tholoman 	part of Yun-nan	Location	Murray
3143	Thomas			Yule
3144	Thread			Yule
3145	Three kingdoms			Yule
3146	Threshold			Yule
3147	Thurán Shah’s History of Hormuz			Yule
3148	Thévenot			Yule
3149	Ti-min-gui 	King-te-ching		Murray
3150	Tibet	Tebet		Yule
3151	Tibetan language and character			Yule
3152	Tibetans			Yule
3153	Tides in Hang-chau estuary			Yule
3154	Tierce			Yule
3155	Tiflis			Yule
3156	Tigado			Yule
3157	Tigers			Yule
3158	Tigris	Volga		Yule
3159	Tigúdar	Acomat Soldan		Yule
3160	Tiju			Yule
3161	Tiles			Yule
3162	Tiling			Yule
3163	Tilinga			Yule
3164	Timur of Toumen			Yule
3165	Timur the Great			Yule
3166	Timurids			Yule
3167	Tin-gui		Location	Murray
3168	Ting			Yule
3169	Tinju			Yule
3170	Tinnevelly			Yule
3171	Tithe on clothing material			Yule
3172	Tithing men			Yule
3173	Titus			Yule
3174	Tjajya			Yule
3175	Toba race			Yule
3176	Toc-tai		Person	Murray
3177	Toctai			Yule
3178	Tod			Yule
3179	Toddy			Yule
3180	Togan			Yule
3181	Toghontemur			Yule
3182	Toghrul I			Yule
3183	Togrul Wang Khan			Yule
3184	Toka Tumir			Yule
3185	Toktai Khan	Toctai		Yule
3186	Tokát			Yule
3187	Tolan-nur	Dolonnúr		Yule
3188	Toleto			Yule
3189	Tolobuga			Yule
3190	Toman 	Tuman		Yule
3191	Tongking			Yule
3192	Tonocain 	Daumghann	Location	Murray
3193	Tooth-relique of Buddha			Yule
3194	Torchi			Yule
3195	Toris 	Tauris,Tabreez	Location	Murray
3196	Tornesel			Yule
3197	Toro River			Yule
3198	Torshok			Yule
3199	Torture by constriction in raw hide			Yule
3200	Tournefort			Yule
3201	Tower and Bell Alarm at Peking			Yule
3202	Toyan			Yule
3203	Trade at Layas			Yule
3204	Trades in Manzi			Yule
3205	Transmigration			Yule
3206	Traps for fur animals			Yule
3207	Travancore			Yule
3208	Travellers		Organization	Murray
3209	Treasure of Maabar kings			Yule
3210	Trebizond			Yule
3211	Trebuchets			Yule
3212	Trees			Yule
3213	Trench			Yule
3214	Trevisano			Yule
3215	Trincomalee			Yule
3216	Tringano			Yule
3217	Trinkat			Yule
3218	Tsin-tsun			Yule
3219	Tsiuan-chau			Yule
3220	Tsongkhapa			Yule
3221	Tsukuzi in Japan			Yule
3222	Tsung-ngan-hien			Yule
3223	Tsushima			Yule
3224	Ts’uan-chou			Yule
3225	Tu T’song			Yule
3226	Tu-fan			Yule
3227	Tu-ku-hun			Yule
3228	Tuan			Yule
3229	Tudai			Yule
3230	Tudai–Mangku	Totamangu,Totamangul		Yule
3231	Tughan			Yule
3232	Tughlak Shah			Yule
3233	Tuktuyai Khan			Yule
3234	Tuli			Yule
3235	Tuman			Yule
3236	Tumba			Yule
3237	Tun-o-kain	Tunocain		Yule
3238	Tung-chau	Tinju		Yule
3239	Tung-hwang-hien			Yule
3240	Tung-kwan			Yule
3241	Tung-‘an in Fokien			Yule
3242	Tunguses			Yule
3243	Tunny fish			Yule
3244	Turbit			Yule
3245	Turcomania		Organization	Murray,Yule
3246	Turgaut			Yule
3247	Turkestan		Location	Murray
3248	Turkey			Yule
3249	Turkistan chiefs send mission to kings of India			Yule
3250	Turkmans and Turks			Yule
3251	Turks			Yule
3252	Turmeric			Yule
3253	Turner			Yule
3254	Turquans			Yule
3255	Turquoises in Kermán			Yule
3256	Turtle doves			Yule
3257	Turumpak			Yule
3258	Tutia	Tutty		Yule
3259	Tuticorin			Yule
3260	Tver			Yule
3261	Twelve			Yule
3262	Twigs or arrows			Yule
3263	Tylor			Yule
3264	Tyuman			Yule
3265	Tyunju			Yule
3266	Tzarev			Yule
3267	Tzaritzyn			Yule
3268	Táki-uddin			Yule
3269	Tánasi cloth			Yule
3270	Tánkíz Khan			Yule
3271	Tásh Kurgán			Yule
3272	Tún			Yule
3273	T’ai Tsung			Yule
3274	T’aiching-Kwan			Yule
3275	T’ang dynasty			Yule
3276	T’sang-chau			Yule
3277	T’si-nan-fu	Chinangli		Yule
3278	T’si-ning-chau			Yule
3279	T’sien T’ang River			Yule
3280	T’sing-chau			Yule
3281	T’sing-ling range			Yule
3282	U-man and Pe-man 			Yule
3283	U-nya-Mwezi superstition			Yule
3284	Ucaca	Ukak		Yule
3285	Uch-baligh			Yule
3286	Uch–Multán			Yule
3287	Udoe country			Yule
3288	Udong			Yule
3289	Udyána			Yule
3290	Ughim		Location	Murray
3291	Ughuz			Yule
3292	Uighúr character			Yule
3293	Uighúrs			Yule
3294	Uiraca			Yule
3295	Uirad			Yule
3296	Ujjain			Yule
3297	Ukak			Yule
3298	Ulakhai			Yule
3299	Ulan Muren	Red River		Yule
3300	Ulatai	Oulatay		Yule
3301	Ulugh Bagh			Yule
3302	Ulús			Yule
3303	Umbrellas			Yule
3304	Un-gui	Kia-hing	Location	Murray
3305	Un-quem	Ming-taing	Location	Murray
3306	Unc Can	Aung Khan		Yule
3307	Ung	Ungkút		Yule
3308	Ungrat 	Kungurat		Yule
3309	Unicorn			Yule
3310	Unken			Yule
3311	Unlucky hours			Yule
3312	Ural river		Location	Murray
3313	Urduja			Yule
3314	Uriangkadai			Yule
3315	Uriangkút	Tunguses		Yule
3316	Urianhai			Yule
3317	Urumtsi			Yule
3318	Urzú			Yule
3319	Uspenskoye 			Yule
3320	Uttungadeva			Yule
3321	Uwek			Yule
3322	Uzbeg Khan of Sarai			Yule
3323	Uzbegs of Kunduz			Yule
3324	Uzun Tati			Yule
3325	Vair			Yule
3326	Valaghir district			Yule
3327	Van Lake			Yule
3328	Vanchu 	Wangchu		Yule
3329	Varaegian			Yule
3330	Varaha Mihira			Yule
3331	Vardoj River			Yule
3332	Varsach			Yule
3333	Veil of the Temple			Yule
3334	Vellalars			Yule
3335	Venetians			Yule
3336	Venice		Location	Murray,Yule
3337	Ventilators at Hormuz			Yule
3338	Venádan			Yule
3339	Verlinden			Yule
3340	Vessels			Yule
3341	Vial			Yule
3342	Vijayanagar			Yule
3343	Vikramajit			Yule
3344	Vikrampúr			Yule
3345	Villard de Honnecourt			Yule
3346	Vincent of Beauvais			Yule
3347	Vincenzo			Yule
3348	Vineyards			Yule
3349	Vinson			Yule
3350	Virgin of Cape Comorin			Yule
3351	Visconti			Yule
3352	Vissering			Yule
3353	Vochan	Unchan		Yule
3354	Vociam		Location	Murray
3355	Vogels			Yule
3356	Vokhan			Yule
3357	Vokhan 	Wakhan	Location	Murray
3358	Volga			Yule
3359	Volga river		Location	Murray
3360	Vos			Yule
3361	Vughin			Yule
3362	Vuju in Kiangnan			Yule
3363	Vámbéry			Yule
3364	Wa-tzu			Yule
3365	Wadoe tribe			Yule
3366	Wakf			Yule
3367	Wakhijrui Pass			Yule
3368	Wakhjír Pass			Yule
3369	Wakhsh			Yule
3370	Wakhtang II			Yule
3371	Wakhán	Vokhan		Yule
3372	Walashjird			Yule
3373	Waldshut			Murray
3374	Wall of Alexander 			Yule
3375	Wallachs			Yule
3376	Walnut-oil			Yule
3377	Wami River			Yule
3378	Wang			Yule
3379	Wangchu			Yule
3380	Wapila			Yule
3381	War vessels			Yule
3382	Warangol Ku			Yule
3383	Warangs			Yule
3384	Warner			Yule
3385	Wassáf			Yule
3386	Water			Yule
3387	Wathek			Yule
3388	Weather-conjuring			Yule
3389	Wei River in Shen-si			Yule
3390	Wei dynasty			Yule
3391	Wei-ning			Yule
3392	Weights and measures			Yule
3393	Wen River			Yule
3394	Wen-chow			Yule
3395	Westermarck			Yule
3396	Whale oil			Yule
3397	Whales			Yule
3398	Wheaten bread not eaten			Yule
3399	White bears			Yule
3400	Whittington and his cat in Persia			Yule
3401	Wild asses and oxen			Yule
3402	William of Tripoli			Yule
3403	Williams			Yule
3404	Williamson			Yule
3405	Wilson			Yule
3406	Wind			Yule
3407	Wine			Yule
3408	Wo-fo-sze			Yule
3409	Wolves in Pamir			Yule
3410	Women			Yule
3411	Wonders performed by the Bacsi			Yule
3412	Wood			Yule
3413	Wood-oil			Yule
3414	Wool			Yule
3415	Worship of Mahomet 			Yule
3416	Worshipping the tablets			Yule
3417	Wu-chau	Vuju		Yule
3418	Wu-ti			Yule
3419	Wukiang-hien	Vughin		Yule
3420	Wylie			Yule
3421	Wüsus			Yule
3422	Xavier			Yule
3423	Xerxes			Yule
3424	Ya-chau			Yule
3425	Yachi	Yun-nan-fu		Yule
3426	Yachi 			Yule
3427	Yaci	Chiaki	Location	Murray
3428	Yaik River			Yule
3429	Yak			Yule
3430	Yakuts			Yule
3431	Yalung River			Yule
3432	Yam			Yule
3433	Yamgán			Yule
3434	Yan-gui 	Yang-tcheou-fou	Location	Murray
3435	Yang-chau	Yanju		Yule
3436	Yang-tse-kiang	Kiang	Location	Murray
3437	Yarbeg of Badakhshan			Yule
3438	Yarcan	Yarcund	Location	Murray
3439	Yarcund		Location	Murray
3440	Yarkand	Yarcan		Yule
3441	Yasdi	Yezd		Yule
3442	Yasdi 	Yerd	Location	Murray
3443	Yasodhara			Yule
3444	Yavanas			Yule
3445	Yazdashir			Yule
3446	Ya’kúb Beg of Kasghar			Yule
3447	Ydifu			Yule
3448	Year			Yule
