	Entity Name	Alternative Name	Tag	Reference
542	Cannibals			Yule
543	Canonical Hours			Yule
544	Canpicion 	Kan-tcheou	Location	Murray
545	Cansay			Yule
546	Canton			Yule
547	Cape Comorin			Yule
548	Cappadocian horses			Yule
549	Capus			Yule
550	Caracoron	Kará Korum		Yule
551	Caraian		Location	Murray
552	Carajan 	Caraian		Yule
553	Caramoran River 	Hwang–Ho		Yule
554	Carans			Yule
555	Caraonas 	Karaunahs		Yule
556	Carats			Yule
557	Cardinal’s Wit			Yule
558	Caribs			Yule
559	Carpets			Yule
560	Carpini		Person	Murray
561	Carriages			Yule
562	Carrion			Yule
563	Carts			Yule
564	Casan	Ghazan	Person	Murray,Yule
565	Casaria	Caesarea of Cappadocia		Yule
566	Cascar	Kashgar		Yule
567	Cascar 	Cashgar	Location	Murray
568	Casem			Yule
569	Caspian Sea 	Sea of Ghel,sea of Ghelan		Yule
570	Cassay			Yule
571	Cassia			Yule
572	Castaldi			Yule
573	Castambol			Yule
574	Castelli			Yule
575	Casvin	Kazvín		Yule
576	Catalan Navy			Yule
577	Cathay	Kataia	Location	Murray,Yule
578	Catholics			Yule
579	Cators 	chakors		Yule
580	Cats in China			Yule
581	Cat’s Head Tablet			Yule
582	Caucasian Wall			Yule
583	Caugigu			Yule
584	Caulking			Yule
585	Cauly			Yule
586	Causeway			Yule
587	Cauterising children’s heads			Yule
588	Cave-houses			Yule
589	Cavo de Eli			Yule
590	Caya-fu		Location	Murray
591	Cayu (Kao-yu)			Yule
592	Ca’ Polo			Yule
593	Celtic Church			Yule
594	Census			Yule
595	Ceremonial of Mongol Court			Yule
596	Ceylon	Seilan		Yule
597	Chachan	Charchan		Yule
598	Chagatai	Sigatay		Yule
599	Chaghan–Kuren			Yule
600	Chaghan–Nor 	White Lake		Yule
601	Chaghán-Jáng			Yule
602	Chairs			Yule
603	Chalcedony and jasper			Yule
604	Chalukya Malla kings			Yule
605	Champa	Chamba		Yule
606	Chandra Banu			Yule
607	Chandu		Location	Murray,Yule
608	Chang K’ien			Yule
609	Chang Te-hui			Yule
610	Chang Yao			Yule
611	Chang-chau 	Chinginju		Yule
612	Chang-shan	Chanshan		Yule
613	Chang-y	Chenchu		Yule
614	Changan			Yule
615	Changgan	Chang-ngan		Yule
616	Chaohien			Yule
617	Chaotong			Yule
618	Chapu			Yule
619	Characters			Yule
620	Charchan	Chachan of Johnson		Yule
621	Charcoal			Yule
622	Charities			Yule
623	Charlemagne		Person	Murray
624	Charles VIII			Yule
625	Chau dynasty			Yule
626	Chaucer			Yule
627	Chaul			Yule
628	Chaym	Kao-yeou	Location	Murray
629	Cheapness in China			Yule
630	Cheetas			Yule
631	Cheh-kiang			Yule
632	Cheinan			Yule
633	Chen-gui 	Yen-tcheou-fou	Location	Murray
634	Chenchau			Yule
635	Chenching	Cochin–China		Yule
636	Chenchu	Chang-y		Yule
637	Cheu			Yule
638	Chibai and Chiban			Yule
639	Chichiklik Pass			Yule
640	Chien-ch’ang	Caindu		Yule
641	Chihli			Yule
642	Chilaw			Yule
643	Chiliánwála			Yule
644	Chilu-ku			Yule
645	Chin			Yule
646	China		Location	Murray,Yule
647	Chinangli	T’sinan-fu		Yule
648	Chinchau			Yule
649	Chinese			Yule
650	Chinese empire		Organization	Murray
651	Chinese navigation to India			Murray
652	Ching-hoang tower at Hangchau-fu			Yule
653	Chinghian-fu	Chinkiang-fu		Yule
654	Chinghiz Khan			Yule
655	Chinghiz Tora			Yule
656	Chinginju 	Chang-chau		Yule
657	Chingintalas			Yule
658	Chingkim			Yule
659	Chingsang			Yule
660	Chingting-fu 	Acbaluc		Yule
661	Chingtsu			Yule
662	Chinju	Tinju		Yule
663	Chinju 	Tinju		Yule
664	Chinuchi			Yule
665	Chipangu	Japan		Yule
666	Chisi 	Kishm	Location	Murray
667	Chitral			Yule
668	Cho-chau 	Juju		Yule
669	Chola			Yule
670	Chonka	Fo-kien		Yule
671	Chonkwé			Yule
672	Chorcha			Yule
673	Christian			Yule
674	Christianity			Yule
675	Christians			Yule
676	Chronology and chronological data discussed			Yule
677	Chrysostom			Yule
678	Chuchu			Yule
679	Chughis			Yule
680	Chung-tu			Yule
681	Chungkwé			Yule
682	Chung–Kiang			Yule
683	Churches			Yule
684	Churchin			Yule
685	Cháo Naiman Sumé Khotan			Yule
686	Ch’ang Ch’un			Yule
687	Ch’ang Te 			Yule
688	Ch’eng-ting fu			Yule
689	Ch’êng-Tsu	Yung-lo		Yule
690	Ch’êng-tu	Sze-ch’wan		Yule
691	Ch’êngtu-fu	Sindafu		Yule
692	Ciagatai	Zagatai	Person	Murray
693	Cian-cian 	Kiu-tcheou	Location	Murray
694	Cian-gli 	Te-tcheou	Location	Murray
695	Cian-glu 	Tsan-tcheou	Location	Murray
696	Cianba 	Tsiompa	Location	Murray
697	Cianganor		Location	Murray
698	Ciarcian 	Karashehr	Location	Murray
699	Cielstan			Yule
700	Cin-ghian-fu	Tchin-kiang-fou	Location	Murray
701	Cinnamon			Yule
702	Circumcision of Socotrans			Yule
703	Cirophanes			Yule
704	Civet			Yule
705	Clemenfu 	Tai-yuen-fou	Location	Murray
706	Clement IV			Yule
707	Clement IV.		Person	Murray
708	Cloves			Yule
709	Coal 			Yule
710	Cobbler			Yule
711	Cobi	Shamo	Location	Murray
712	Cobinam 	Khubees	Location	Murray
713	Cobinan	Koh–Banán		Yule
714	Cocachin	Kúkáchin		Yule
715	Cochin–China			Yule
716	Coco Islands			Yule
717	Coco-nut 			Yule
718	Cocos Islands			Yule
719	Coeur de Lion			Yule
720	Coffins			Yule
721	Cogachin	Hukaji		Yule
722	Cogatai			Yule
723	Cogatal			Yule
724	Coiganju	Hwaingan-fu		Yule
725	Coilac		Location	Murray
726	Coilon		Location	Murray
727	Coilum	Kollam		Yule
728	Coilumin			Yule
729	Coins of Cilician Armenia			Yule
730	Coja	Koja		Yule
731	Cold			Yule
732	Coleridge			Yule
733	Coloman			Yule
734	Colon			Yule
735	Colossal Buddhas			Yule
736	Columbum			Yule
737	Columbus			Yule
738	Comania			Yule
739	Comari		Comorin	Murray,Yule
740	Combermere			Yule
741	Compartments			Yule
742	Compass			Yule
743	Competitive Examinations in beauty			Yule
744	Conchi			Yule
745	Conci		Person	Murray
746	Concubines			Yule
747	Condi-fu 	Tsi-nan-fou	Location	Murray
748	Condor			Yule
749	Condur and Sondur			Yule
750	Conia			Yule
751	Conjeveram			Yule
752	Conjurers			Yule
753	Conosalmi 	Kamasal		Yule
754	Constantinople			Yule
755	Convents			Yule
756	Cookery			Yule
757	Cooper			Yule
758	Copper			Yule
759	Coral			Yule
760	Corea	Kauli		Yule
761	Cormos 	Ormus	Location	Murray
762	Corn			Yule
763	Coromandel	Maabar		Yule
764	Corsairs			Yule
765	Corte del Milione			Yule
766	Corvino		Person	Murray
767	Cosmography			Yule
768	Cotan			Yule
769	Cotan 	Khoten	Location	Murray
770	Cotton			Yule
771	Counts in Vokhan			Yule
772	Couriers of the great khan			Murray
773	Courts of Justice			Yule
774	Cow-dung			Yule
775	Cowell			Yule
776	Cowries 			Yule
777	Cramoisy			Yule
778	Cranes			Yule
779	Crawford			Yule
780	Creman	Carmania	Location	Murray
781	Cremation			Yule
782	Cremesor			Yule
783	Crocodiles			Yule
784	Cross			Yule
785	Crossbows			Yule
786	Cruelties			Yule
787	Crusca MS. of the Travels		Person	Murray
788	Cubeb pepper			Yule
789	Cubits			Yule
790	Cublay			Yule
791	Cucintana			Yule
792	Cudgel			Yule
793	Cuiju	Kwei-chau		Yule
794	Cuinet			Yule
795	Cuirbouly			Yule
796	Cuju			Yule
797	Cun-chin		Location	Murray
798	Cuncun 	Han–Chung		Yule
799	Cunningham			Yule
800	Cups			Yule
801	Curds and Curdistan			Yule
802	Currency			Yule
803	Current			Yule
804	Currents			Yule
805	Curtains			Yule
806	Curzola Island			Yule
807	Curzon			Yule
808	Customs			Yule
809	Cutch pirates			Yule
810	Cuxstac			Yule
811	Cuy Khan	Kuyuk		Yule
812	Cuyne	Kuynuk	Person	Murray
813	Cycle			Yule
814	Cyn-gui		Location	Murray
815	Cypresses			Yule
816	Cyprus			Yule
817	Cyrus			Yule
818	Da Gama			Yule
819	Dabul			Yule
820	Dagroian			Yule
821	Dailiu	Tali		Yule
822	Dakiánus			Yule
823	Dalai Lama			Yule
824	Dalivar			Yule
825	Dalmian			Yule
826	Damas			Yule
827	Damascus			Yule
828	Damasks			Yule
829	Damghan			Yule
830	Dancing dervishes			Yule
831	Dancing girls			Yule
832	Dandolo		Person	Murray,Yule
833	Dantapura			Yule
834	Dante			Yule
835	Darah			Yule
836	Dariel			Yule
837	Darius			Yule
838	Dark Ocean of the South			Yule
839	Darkness			Yule
840	Darwaz			Yule
841	Darábjird			Yule
842	Darúná			Yule
843	Dasht			Yule
844	Dasht-i-Lut 	Tali		Yule
845	Dashtistan tribe and district			Yule
846	Dashtáb			Yule
847	Dates (chronology) in Polo’s book			Yule
848	Daughters of Marco Polo			Yule
849	David			Yule
850	Davids			Yule
851	Davis			Yule
852	Dawaro			Yule
853	Daya			Yule
854	Daïtu			Yule
855	De Barros			Yule
856	De Guignes			Murray
857	De la Croix			Yule
858	Dead			Yule
859	Debt			Yule
860	Decimal organisation of Tartar armies			Yule
861	Decius			Yule
862	Degháns			Yule
863	Deh Bakri			Yule
864	Dehánah			Yule
865	Delhi			Yule
866	Demoiselle Crane			Yule
867	Deogir			Yule
868	Derbend			Yule
869	Deserts			Yule
870	Deserts of Kerman or of Lút			Yule
871	Desgodins			Yule
872	Despina Khatun			Yule
873	Devadási			Yule
874	Devapattan			Yule
875	Devil trees			Yule
876	Devil-dancing			Yule
877	Devils			Yule
878	Devéria			Yule
879	Dhafar	Dofar		Yule
880	Dhúlkarnain			Yule
881	Dialects			Yule
882	Diamonds in India			Yule
883	Diláwar			Yule
884	Dimitri II			Yule
885	Dinh Tiên-hwàng			Yule
886	Dinár of Red Gold			Yule
887	Diocletian			Yule
888	Dir			Yule
889	Dirakht-i-Fazl			Yule
890	Dirakht-i-Kush			Yule
891	Dirhem–Kub			Yule
892	Diráwal			Yule
893	Dish of Sakya or of Adam			Yule
894	Diu City			Yule
895	Diul–Sind			Yule
896	Divination by twigs or arrows			Yule
897	Dixan			Yule
898	Dizabulus			Yule
899	Dizful River			Yule
900	Djaya			Yule
901	Doctors at Kinsay			Yule
902	Dofar			Yule
903	Dog-headed races			Yule
904	Dog-sledging in Far North			Yule
905	Dogana			Yule
906	Doghábah River			Yule
907	Dogs			Murray,Yule
908	Dolfino			Yule
909	Dolonnúr			Yule
910	Dominican friars			Murray
911	Dominicans			Yule
912	Dor		Person	Murray
913	Dorah Pass			Yule
914	Doria			Yule
915	Dorjé			Yule
916	Douglas			Yule
917	Doyley			Yule
918	Dragoian	Ta-hua-Mien		Yule
919	Drawers			Yule
920	Dreams			Yule
921	Drums			Yule
922	Du Bose			Yule
923	Du Halde's estimate of the revenues of China			Murray
924	Dua Khan			Yule
925	Ducat			Yule
926	Dudley			Yule
927	Duel			Yule
928	Dufar	Dofar	Location	Murray
929	Dufour			Yule
930	Duhalde			Yule
931	Dukuz Khatun			Yule
932	Dulcarnon	Zulkarnain		Yule
933	Dulites			Yule
934	Dumas			Yule
935	Dumb trade			Yule
936	Duncan			Yule
937	Duplicates in geography			Yule
938	Durga Temple			Yule
939	Dursamand			Yule
940	Dust-storms			Yule
941	Duties			Yule
942	Dutthagamini			Yule
943	Dwara Samudra			Yule
944	Dzegun-tala			Yule
945	Dzungaria			Yule
946	Dárápur			Yule
947	Dínár			Yule
948	Dürer’s Map of Venice			Yule
949	D’Alboquerque			Yule
950	D’Anghieria			Yule
951	D’Anville’s Map			Yule
952	D’Avezac			Yule
953	D’Ely			Yule
954	D’Evreux			Yule
955	D’Orléans			Yule
956	Eagle mark on shoulder of Georgian kings			Yule
957	Eagle-wood			Yule
958	Eagles			Yule
959	Earth honoured			Yule
960	East			Yule
961	Ebony 			Yule
962	Edkins			Yule
963	Edward I			Yule
964	Edward II			Yule
965	Effeminacy			Yule
966	Eggs of Ruc and Aepyornis			Yule
967	Egrigaia			Yule
968	Egrigaia 	Ninghia	Location	Murray
969	Eighurs		Location	Murray
970	Ela	cardamom		Yule
971	Elchidai			Yule
972	Elenovka			Yule
973	Elephantiasis			Yule
974	Elephants			Murray,Yule
975	Eli	Dely	Location	Murray,Yule
976	Elias			Yule
977	Elixir vitae of the Jogis			Yule
978	Elliot			Yule
979	Emad			Yule
980	Embroidery of silk at Kerman			Yule
981	Empoli			Yule
982	Enchanters			Yule
983	Enchantments			Yule
984	Engano Island			Yule
985	Engineering feat			Yule
986	Engineers			Yule
987	England			Yule
988	English trade and character in Asia			Yule
989	Enlightenment			Yule
990	Erculin			Yule
991	Erdeni Tso	Erdenidsu		Yule
992	Eremites 	Rishis		Yule
993	Erginul		Location	Murray
994	Erguiul			Yule
995	Erivan			Yule
996	Ermine			Yule
997	Erzinjan			Yule
998	Erzrum	Arziron		Yule
999	Escier 	Shaher	Location	Murray
1000	Esher	Shehr		Yule
1001	Essentemur	Isentimur		Yule
1002	Etchmiadzin Monastery			Yule
1003	Ethiopia and India			Yule
1004	Ethiopian sheep			Yule
1005	Etiquette of the Mongol Court			Yule
1006	Etymologies			Yule
1007	Etzina			Yule
1008	Eunuchs			Yule
1009	Euphrates		Location	Murray,Yule
1010	Europeans			Murray
1011	Euxine			Yule
1012	Evelyn’s /Diary/			Yule
1013	Execution of Princes of the Blood			Yule
1014	Eyircayá			Yule
1015	Ezina		Location	Murray
1016	Facen			Yule
1017	Facfur		Person	Murray
1018	Faghfur	Facfur		Yule
1019	Faizabad in Badakhshan			Yule
1020	Fakanúr			Yule
1021	Fakata			Yule
1022	Fakhruddin Ahmad			Yule
1023	Falconers			Yule
1024	Falconry in China			Murray
1025	Falcons			Yule
1026	Famine			Yule
1027	Fan Wen-hu			Yule
1028	Fan-ching			Yule
1029	Fanchan Lake			Yule
1030	Fandaraina			Yule
1031	Fansur			Yule
1032	Fansuri camphor			Yule
1033	Fariab			Yule
1034	Faro of Constantinople			Yule
1035	Farriers			Yule
1036	Fars			Yule
1037	Fashiyah			Yule
1038	Fassa			Yule
1039	Fasting days			Yule
1040	Fattan			Yule
1041	Fatten			Yule
1042	Fausto			Yule
1043	Fazl			Yule
1044	Feili			Yule
1045	Female attendants on Chinese Emperors			Yule
1046	Ferlec			Yule
1047	Fernandez			Yule
1048	Ferrier			Yule
1049	Festivals			Murray,Yule
1050	Fiag			Yule
1051	Filial Piety in China			Yule
1052	Filippi			Yule
1053	Finn			Yule
1054	Fiordelisa			Yule
1055	Firando Island			Yule
1056	Firdús			Yule
1057	Firdúsí			Yule
1058	Fire			Yule
1059	Fire worshippers (Guebres) in Persia		Person	Murray
1060	Fire-Pao			Yule
1061	Fire-baptism			Yule
1062	Fire-worship			Yule
1063	Firishta			Yule
1064	Fish miracle in Georgia			Yule
1065	Fish-oil			Yule
1066	Florin			Yule
1067	Flour	Sago		Yule
1068	Flückiger			Yule
1069	Fo-kien		Location	Murray,Yule
1070	Fog			Yule
1071	Folin 	Byzantine Empire		Yule
1072	Fondaco			Yule
1073	Foot-mark on Adam’s Peak			Yule
1074	Foot-posts in Cathay			Yule
1075	Forg			Yule
1076	Formosa			Yule
1077	Forsyth			Yule
1078	Fortune			Yule
1079	Foundlings			Yule
1080	Four-horned sheep			Yule
1081	Fowls with hair			Yule
1082	Foxes			Yule
1083	Fozlán			Yule
1084	Fracastoro			Yule
1085	Frampton		Person	Murray
1086	Franciscan converts			Yule
1087	Francolin (darráj of the Persians			Yule
1088	Frankincense			Yule
1089	Frederic II			Yule
1090	French			Yule
1091	French Expedition up the Kamboja River			Yule
1092	French Geographical Society			Murray
1093	French mission and missionaries in China			Yule
1094	Frenchmen			Yule
1095	Frere			Yule
1096	Froissart			Yule
1097	Fu-chau	Fo-kien		Yule
1098	Fu-gui	Concha	Location	Murray
1099	Fuen ho 	Fen ho		Yule
1100	Funeral rites			Yule
1101	Fungul			Yule
1102	Furs			Yule
1103	Fusang			Yule
1104	Fuyang			Yule
1105	Fuzo			Yule
1106	Gabala			Yule
1107	Gagry			Yule
1108	Gaisue			Yule
1109	Galingale			Yule
1110	Galletti			Yule
1111	Galley-slaves not usual in Middle Ages			Yule
1112	Galleys of the Middle Ages			Yule
1113	Gambling			Yule
1114	Game			Yule
1115	Game Laws			Yule
1116	Gan-fu 	Ning-po	Location	Murray
1117	Gan-p’u			Yule
1118	Ganapati Kings			Yule
1119	Gandar			Yule
1120	Gandhára			Yule
1121	Ganfu			Yule
1122	Ganja			Yule
1123	Gantanpouhoa			Yule
1124	Gantûr			Yule
1125	Gardenia			Yule
1126	Gardner			Yule
1127	Garmsir			Yule
1128	Garnier			Yule
1129	Garrisons			Yule
1130	Gat-pauls			Yule
1131	Gate of Iron			Yule
1132	Gates			Yule
1133	Gauenispola 			Yule
1134	Gaui	Pariahs of Southern India		Murray
1135	Gaur			Yule
1136	Gauristan			Yule
1137	Gavraz villages			Yule
1138	Gazaria			Yule
1139	Gedrosi			Yule
1140	Gelath in Imeretia			Yule
1141	Genealogy of Polos			Yule
1142	Gengis		Person	Murray
1143	Genoa			Yule
1144	Genoese			Yule
1145	Gentile Plural names converted into local singulars			Yule
1146	Geo-gui	Gin-gui,Tso-tcheou	Location	Murray
1147	Geographical Society of Paris			Murray
1148	Geographical Text of Polo’s Book constantly quoted			Yule
1149	George	Jirjis		Yule
1150	Georgia		Location	Murray,Yule
1151	Gerfalcons	Shonkár		Yule
1152	Gerini			Yule
1153	German Follower of the Polos			Yule
1154	Ghaissuddin Balban 	Asedin Soldan		Yule
1155	Ghel			Yule
1156	Ghellé	Gílí		Yule
1157	Ghes			Yule
1158	Ghiuju			Yule
1159	Ghiyas ed-din			Yule
1160	Ghori			Yule
1161	Gháran 			Yule
1162	Gházán	Casan		Yule
1163	Ghúr			Yule
1164	Giglioli			Yule
1165	Gilgit			Yule
1166	Gill			Yule
1167	Ginao			Yule
1168	Gindanes of Herodotus			Yule
1169	Ginger			Yule
1170	Ginghintalas 	Barkoul	Location	Murray
1171	Giraffes			Yule
1172	Girardo			Yule
1173	Girdkuh			Yule
1174	Girls			Yule
1175	Gittarchan			Yule
1176	Glaza	Ayas		Yule
1177	Gleemen and jugglers			Yule
1178	Goa			Yule
1179	Gobernador			Yule
1180	Gog and Magog	Ung and Mungul		Yule
1181	Gogo			Yule
1182	Golconda		Location	Murray
1183	Golconda diamond mines			Yule
1184	Gold			Yule
1185	Gold and silver towers of Mien			Yule
1186	Gold dust in Tibet			Yule
1187	Golden King and Prester John			Yule
1188	Gomispola			Yule
1189	Gomushtapah			Yule
1190	Gomuti palm			Yule
1191	Gondophares			Yule
1192	Gordon’s “Ever Victorious Army”			Yule
1193	Gordun Sháh			Yule
1194	Goriosan			Yule
1195	Goshawks			Yule
1196	Gothia	Crimean		Yule
1197	Govy			Yule
1198	Goza			Yule
1199	Gozurat		Location	Murray,Yule
1200	Goës			Yule
1201	Goître at Yarkand			Yule
1202	Grail			Yule
1203	Granaries			Yule
1204	Grapes in Shan-si			Yule
1205	Grass-cloths			Yule
1206	Grasso			Yule
1207	Great			Yule
1208	Great Bear	Meistre		Yule
1209	Great wall of China		Location	Murray
1210	Greece			Yule
1211	Greek fire			Yule
1212	Greeks			Yule
1213	Green			Yule
1214	Gregorieff			Yule
1215	Gregory X			Yule
1216	Gregory X.		Person	Murray
1217	Grenard			Yule
1218	Grioni			Yule
1219	Groat			Yule
1220	Groot			Yule
1221	Grote			Yule
1222	Grueber and Dorville			Yule
1223	Gryphon			Yule
1224	Guasmul	Basmul		Yule
1225	Guchluk			Yule
1226	Gudar 			Yule
1227	Gudran			Yule
1228	Guebers			Yule
1229	Guilds of craftsmen at Kinsay			Yule
1230	Guinea-fowl			Yule
1231	Guions			Yule
1232	Gujáh			Yule
1233	Gumish–Khának			Yule
1234	Gunpowder			Yule
1235	Gurgan			Yule
1236	Gur–Khan of Karacathay			Yule
1237	Gutturals			Yule
1238	Guzerat	Gozurat		Yule
1239	Gíl			Yule
1240	Göring			Yule
1241	Haast			Yule
1242	Habsh	Abash		Yule
1243	Habíb-ullah of Khotan			Yule
1244	Hadhramaut 	Sessania Adrumetorum		Yule
1245	Hadiah			Yule
1246	Haffer			Yule
1247	Hai-nan			Yule
1248	Hairy men in Sumatra			Yule
1249	Hajji Mahomed			Yule
1250	Hakeddin			Yule
1251	Half-breeds			Yule
1252	Hamd Allah Mastaufi			Yule
1253	Hamilton			Yule
1254	Hammer–Purgstall on Marco Polo			Yule
1255	Hamza Pantsúri			Yule
1256	Hamza of Ispahan			Yule
1257	Hamúm Arabs			Yule
1258	Han Yu			Yule
1259	Han dynasty			Yule
1260	Han-chung	Cuncun		Yule
1261	Han-kau			Yule
1262	Hanbury			Yule
1263	Hang-chau fu			Yule
1264	Hanjam			Yule
1265	Hansi			Yule
1266	Harhaura			Yule
1267	Harlez			Yule
1268	Harran			Yule
1269	Harshadeva			Yule
1270	Harsuddi			Yule
1271	Haru			Yule
1272	Hashíshín			Yule
1273	Hasik			Yule
1274	Hassan			Yule
1275	Hassán Kalá			Yule
1276	Hastings			Yule
1277	Hatan			Yule
1278	Haunted deserts			Yule
1279	Havret			Yule
1280	Hawks			Yule
1281	Hayton I.	Hethum		Yule
1282	Hazbana			Yule
1283	Hazáras			Yule
1284	He-lung Kiang			Yule
1285	Heat			Yule
1286	Heaven			Yule
1287	Hedin			Yule
1288	Hei-shui	Mongol Etsina)		Yule
1289	Heibak			Yule
1290	Height			Yule
1291	Heikel			Yule
1292	Hel			Yule
1293	Helena			Yule
1294	Helli			Yule
1295	Hemp of Kwei-chau			Yule
1296	Henry II			Yule
1297	Henry III			Yule
1298	Heraclius			Yule
1299	Herat			Yule
1300	Hereditary trades			Yule
1301	Hereford			Yule
1302	Hermenia			Yule
1303	Hermits of Kashmir			Yule
1304	Herodotus			Yule
1305	Hethum			Yule
1306	Hiai 	Kiai-chau,Caichu		Yule
1307	Hides			Yule
1308	Hili			Yule
1309	Hill-people of Fo-kien			Yule
1310	Hinaur			Yule
1311	Hind			Yule
1312	Hindu character			Yule
1313	Hindus			Yule
1314	Hing-hwa			Yule
1315	Hippopotamus’ teeth			Yule
1316	Hips			Yule
1317	Hirth			Yule
1318	Hiuan–Tsung			Yule
1319	Hiuen Tsang			Yule
1320	Ho-nhi			Yule
1321	Hoang-ho		Location	Murray
1322	Hochau			Yule
1323	Hochung-fu	Cachanfu		Yule
1324	Hodgson			Yule
1325	Hoernle			Yule
1326	Hojos			Yule
1327	Hokien-fu	Cacanfu		Yule
1328	Hokow			Yule
1329	Holcombe			Yule
1330	Hollingworth			Yule
1331	Holy Sepulchre			Yule
1332	Homeritae			Yule
1333	Homi-cheu			Yule
1334	Hondius map			Yule
1335	Hooker			Yule
1336	Hoolaku		Person	Murray
1337	Horiad	Oirad		Yule
1338	Hormuz	Hormos		Yule
1339	Hormuzdia			Yule
1340	Horns of Ovis Poli			Yule
1341	Horoscopes			Yule
1342	Horsburgh		Person	Murray
1343	Horse-posts and Post-houses			Yule
1344	Horse-stealing			Yule
1345	Horses			Yule
1346	Hosie			Yule
1347	Hospitals			Yule
1348	Hostelries			Yule
1349	Hot springs in Armenia			Yule
1350	Hounds			Yule
1351	Hours			Yule
1352	Hsi Hsia dynasty			Yule
1353	Hu-chau fu	Vuju		Yule
1354	Hui-hui			Yule
1355	Hukaji 	Hogáchi		Yule
1356	Hukwan-hien			Yule
1357	Hullukluk			Yule
1358	Human fat			Yule
1359	Humboldt			Yule
1360	Humáyún			Yule
1361	Hun-ho	Sanghin 		Yule
1362	Hundred Eyes			Yule
1363	Hung Hao			Yule
1364	Hungary			Yule
1365	Huns invade Europe			Murray
1366	Hunting equipment and Expedition			Yule
1367	Hunáwar	Onore		Yule
1368	Hutton			Yule
1369	Hwa-chau			Yule
1370	Hwai River			Yule
1371	Hwai-lu			Yule
1372	Hwai-ngan-fu	Coiganju		Yule
1373	Hwan-ho			Yule
1374	Hwang-ho	Yellow River		Yule
1375	Hyena			Yule
1376	Hyrcania			Yule
1377	Húlakú Khan	Alau		Yule
1378	Iabadiu			Yule
1379	Ibn Batuta 			Yule
1380	Ibn Fozlán			Yule
1381	Ibn-al-Furát			Yule
1382	Ichin-hien			Yule
1383	Ichthyophagous cattle and people			Yule
1384	Icon Amlac			Yule
1385	Iconium		Location	Murray,Yule
1386	Idolatry (Buddhism) and Idolaters			Yule
1387	Idols			Yule
1388	Ieu			Yule
1389	Ifat			Yule
1390	Ig			Yule
1391	Igba Zion			Yule
1392	Ilchi			Yule
1393	Ilchigadai Khan			Yule
1394	Ilija			Yule
1395	Ilkhan			Yule
1396	Ilyáts			Yule
1397	Im Thurn			Yule
1398	Imáms of the Ismailites			Yule
1399	Incense			Yule
1400	India			Yule
1401	Indian drugs to prolong life			Yule
1402	Indies			Yule
1403	Indifference			Yule
1404	Indigo			Yule
1405	Indo–China			Yule
1406	Indragiri 			Yule
1407	Infants			Yule
1408	Ingushes of Caucasus			Yule
1409	Innocent IV			Yule
1410	Innocent IV.		Person	Murray
1411	Inscription			Yule
1412	Insult			Yule
1413	Intramural interment prohibited			Yule
1414	Invulnerability			Yule
1415	Irghai			Yule
1416	Irish			Yule
1417	Iron			Yule
1418	Iron Gate	Derbend Pass		Yule
1419	Irtish			Yule
1420	Isaac			Yule
1421	Isabel			Yule
1422	Isabeni			Yule
1423	Isentemur	Sentemur		Yule
1424	Ish			Yule
1425	Ish-Káshm			Yule
1426	Iskandar			Yule
1427	Islands			Yule
1428	Islands of the Oriental Archipelago		Location	Murray
1429	Isle d’Orleans			Yule
1430	Isle of Rubies	Ceylon		Yule
1431	Ismailites			Yule
1432	Ismalies	Assassins	Person	Murray
1433	Ismaïl			Yule
1434	Ispahan 	Istanit		Yule
1435	Israel in China			Yule
1436	Iteration			Yule
1437	Ivongo			Yule
1438	Ivory trade			Yule
1439	Izzuddin Muzaffar			Yule
1440	I’tsing			Yule
1441	Jacinth			Yule
1442	Jacobite Christians			Yule
1443	Jacobs			Yule
1444	Jade stone (jasper) of Khotan			Yule
1445	Jaeschke			Yule
1446	Jaffa			Yule
1447	Jaipál			Yule
1448	Jaláluddín of Khwarizm			Yule
1449	Jamaluddin			Yule
1450	Jambi River			Yule
1451	James of Aragon			Yule
1452	Jamáluddín-al-Thaibi			Yule
1453	Jamúi Khátún			Yule
1454	Jangama sect			Yule
1455	Janibeg			Yule
1456	Japan		Location	Murray,Yule
1457	Japanese paper-money			Yule
1458	Jaroslawl			Yule
1459	Jaspar 	Gaspar		Yule
1460	Jasper and chalcedony			Yule
1461	Jatolic			Yule
1462	Jauchau			Yule
1463	Java		Location	Murray,Yule
1464	Jawa			Yule
1465	Jaya–Sinhavarman II			Yule
1466	Jazirah			Yule
1467	Jaúzgún			Yule
1468	Jehangír	Jehan		Yule
1469	Jenkinson			Yule
1470	Jerusalem			Yule
1471	Jerún 	Zarun		Yule
1472	Jesuit maps			Yule
1473	Jesujabus			Yule
1474	Jews			Yule
1475	Jibal			Yule
1476	Jibal-ul-Thabúl			Yule
1477	Jiruft			Yule
1478	Jogis	Chughi		Yule
1479	John XXII			Yule
1480	Johnson			Yule
1481	Johnston			Yule
1482	Johore			Yule
1483	Jomard			Murray
1484	Jon	Jihon		Yule
1485	Jor-fattan	Baliapatan		Yule
1486	Jordanus			Yule
1487	Josephus			Yule
1488	Jubb			Yule
1489	Judi			Yule
1490	Jugglers			Yule
1491	Juggling extraordinary			Yule
1492	Juji			Yule
1493	Juju	Cho-chau		Yule
1494	Julman			Yule
1495	Junghuhn			Yule
1496	Junks			Yule
1497	Jupár			Yule
1498	Justice			Yule
1499	Justinian			Yule
