	Entity Name	Alternative Name	Tag	Reference
1691	King-tê-chên		No	Yule
1692	Kings of Maabar		No	Yule
1693	Kingsmill		No	Yule
1694	Kinki		No	Yule
1695	Kinsay	King-szé	Location	Yule
1696	Kinshan		Location	Yule
1697	Kinto		Person	Yule
1698	KinChi		No	Yule
1699	Kipchak	Ponent	Location	Yule
1700	Kirghiz		Organization	Murray,Yule
1701	Kirghiz Kazak		No	Yule
1702	Kiria		No	Yule
1703	Kirk		Person	Yule
1704	Kis		Location	Yule
1705	Kishik		Location	Yule
1706	Kishm	Casem	Location	Yule
1707	Kistna		Location	Yule
1708	Kitubuka		Person	Yule
1709	Kiu-chau		No	Yule
1710	Kiulan	Quilon	Location	Yule
1711	Kizil 		Location	Yule
1712	Kizil Irmak		No	Yule
1713	Kneeling oxen		No	Yule
1714	Ko-li-ki-sze		No	Yule
1715	Kobad		No	Yule
1716	Kobdo		No	Yule
1717	Kogatai		Person	Murray
1718	KohBanán	Cobinan	Location	Yule
1719	Koi-gan-zu 	Hoai-ngan-fou	Location	Murray
1720	Koja	Coja	Person	Yule
1721	Kokcha 		Person	Yule
1722	Kolastri		No	Yule
1723	Kolkhoi of Ptolemy		No	Yule
1724	Kollam		Location	Yule
1725	Koloman		Location	Yule
1726	Kolyma		No	Yule
1727	Komár		No	Yule
1728	Kondachi		No	Yule
1729	Konkan		Location	Yule
1730	Konár tree		No	Yule
1731	Koresh king		Person	Yule
1732	Kosakio		Person	Yule
1733	Kosseir		No	Yule
1734	Kotcheres		No	Yule
1735	Kotlogh		Person	Yule
1736	Kotlogh Shah		Person	Yule
1737	Kotou			Murray
1738	Kotrobah 		Location	Yule
1739	Kouyunjik		No	Yule
1740	Kozlov		Person	Yule
1741	Ku-kwan		No	Yule
1742	Kuang-chou		Location	Yule
1744	Kublai Khan	Khan,khan,Cublay,Kublai	Person	Murray,Yule
1745	Kuché character		No	Yule
1746	Kuhistan		Location	Yule
1747	Kukin-Tána		No	Yule
1748	Kukju	Genkju	Person	Yule
1749	KukuKhotan	Blue Town	Location	Yule
1750	Kulasaikera		No	Yule
1751	Kuláb		No	Yule
1752	Kulán		Person	Yule
1753	Kumhari		No	Yule
1754	Kumiz		No	Yule
1755	Kummájar		No	Yule
1756	Kumár		No	Yule
1757	Kunduz		No	Yule
1758	KunduzBaghlán		No	Yule
1759	Kung-ki-cheng	Fei-cheng	No	Yule
1760	Kunguráts		Location	Yule
1761	Kuniyah 	Conia	No	Yule
1762	Kunlun		No	Yule
1763	Kurd dynasty		No	Yule
1764	Kurdistan	Curdistan	Location	Yule
1765	Kurds		Organization	Murray,Yule
1766	Kuria Maria Islands		No	Yule
1767	Kuridai		Person	Yule
1768	Kurmishi		No	Yule
1769	Kurshids of Lùristán		No	Yule
1770	Kus		No	Yule
1771	Kushluk		No	Yule
1772	Kutan		Person	Yule
1773	Kutchluk Khan	Buddhist	Person	Yule
1774	Kutuktemur		Person	Yule
1775	Kutulun		Person	Yule
1776	Kuwinji		No	Yule
1777	Kuyuk Khan		Person	Murray,Yule
1778	Kwa-chau	Caiju	No	Yule
1779	Kwan Hsien		No	Yule
1780	Kwansinfu		No	Yule
1781	Kwawa		No	Yule
1782	Kwei-chau	Cuiju	No	Yule
1783	Kwei-hwa-cheng		No	Yule
1784	Kweilei 		Location	Yule
1785	Kyung-sang 		Location	Yule
1786	Kien-chang		Location	Yule
1787	King-yüan	Ning-po	No	Yule
1788	Káfirs of Hindu Kush		No	Yule
1789	Káil		Location	Yule
1790	Kálikút		Location	Yule
1792	Káveri River		No	Yule
1793	Káveripattanam		No	Yule
1794	Káyal		Location	Yule
1795	Káïn	Gháín	Location	Yule
1796	Kúbenán	Cobinan	No	Yule
1797	Kúkachin		Location	Yule
1798	Kúnbúrn Monastery		No	Yule
1799	Kúreh-i-Ardeshír	Kuwáshír	No	Yule
1800	Lac	Wallachia	Location	Yule
1801	Ladies of Kinsay		No	Yule
1802	Ladies dresses in Badakhshan		No	Yule
1803	Lagong		No	Yule
1804	Lahore	Dalivar	Location	Yule
1805	Lahsa		No	Yule
1806	Laias 	Aias	Location	Murray
1807	Lake		No	Yule
1808	Laknaoti		No	Yule
1809	Lakshamana Deva		Person	Yule
1810	Lamas of Tibetan Buddhism		No	Yule
1811	Lambri		Location	Yule
1812	Lan Ki Hien	NanChe-hien	No	Yule
1813	Lan-tsang kiang	Mekong	Location	Yule
1814	Lances of Sago Palm		No	Yule
1815	Lanchang		Location	Yule
1816	Land of Darkness		No	Yule
1817	Langdarma		No	Yule
1818	Langting Balghasun		No	Yule
1819	Languages used in Mongol Court and administration		No	Yule
1820	Lanja Bálús		No	Yule
1821	Lanka	Ceylon	Location	Yule
1822	Lanner Falcons		No	Yule
1823	LanHo		No	Yule
1824	Laos		Location	Yule
1825	LaoKiun		Person	Yule
1826	Lar		Location	Murray,Yule
1827	Latin version of Polos Book		No	Yule
1828	Latins		No	Yule
1829	Latsé		No	Yule
1830	Lauredano		No	Yule
1831	Lawek		No	Yule
1832	Laxities of marriage customs		No	Yule
1833	Layard		Person	Yule
1834	Layas		Location	Yule
1835	Le Strange		No	Yule
1836	Leather		No	Yule
1837	Leaves		No	Yule
1838	Lecomte on Chinese war vessels		No	Yule
1839	Lembeser		No	Yule
1840	Lenzin		No	Yule
1841	Leon I		Person	Yule
1842	Leon II		Person	Yule
1843	Leon III		Person	Yule
1844	Leon VI		Person	Yule
1845	Leopards		No	Yule
1846	Lepechin		Person	Yule
1847	Leung Shan		Person	Yule
1848	Levant		Location	Yule
1849	Lew-sha		No	Yule
1850	Lewchew		No	Yule
1851	Lewis		No	Yule
1852	Lewis XI. and XII		Person	Yule
1853	Leyes		Location	Yule
1854	Lhása		Location	Yule
1855	Li Hien		Person	Yule
1856	Li Yuan-hao		Person	Yule
1857	Li-kiang fu		No	Yule
1858	Liampo	Ningpo	No	Yule
1859	Liang		No	Yule
1860	Liang-chau in Kansuh		No	Yule
1861	Liao dynasty		No	Yule
1862	Liao-tong		No	Yule
1863	Libanos		No	Yule
1864	Licinius		Person	Yule
1865	Lidé	Liti	No	Yule
1866	Lieuli Ho		No	Yule
1867	Lign-aloes 		No	Yule
1868	Ligor		No	Yule
1869	Lin-gui		Location	Murray
1870	Lin-ngan	Hang-chau	No	Yule
1871	Lin-ngan in Yun-nan		No	Yule
1872	Lin-tsing chau		No	Yule
1873	Lindley		No	Yule
1874	Lindsay		No	Yule
1875	Linju		No	Yule
1876	Lintching-y		No	Yule
1877	Lion and Sun		No	Yule
1878	Lions			Murray,Yule
1879	Lions Head Tablets		No	Yule
1880	Lisbon		No	Yule
1881	Lissu		Location	Yule
1882	Litai		Location	Yule
1883	Litan 		Person	Murray
1884	Lithang		No	Yule
1885	Little Orphan Rock		No	Yule
1886	Litán		No	Yule
1887	Liu Pang		Person	Yule
1888	Liu Pei	Luo Pé	No	Yule
1889	Livres of gold		No	Yule
1890	Lo		No	Yule
1891	Lob		No	Yule
1892	Locac		Location	Yule
1893	Lochac 	Camaboia	Location	Murray
1894	Lockhart		No	Yule
1895	Lolo tribes		No	Yule
1896	Longevity of Brahmins and Jogis		No	Yule
1897	Longfellow		No	Yule
1898	Lop		Location	Murray,Yule
1899	Lophaburi		No	Yule
1900	Loping		No	Yule
1902	Lord		No	Yule
1903	Louis		Person	Murray
1904	Loups cerviers 		No	Yule
1905	Low castes		No	Yule
1906	Lowatong 		Location	Yule
1907	Loyang		Location	Yule
1908	Lu-tzu 		Location	Yule
1909	Lubbies		No	Yule
1910	Lubán		No	Yule
1911	Lubán-Jáwi		No	Yule
1912	Lubán-Shehri		No	Yule
1913	Lucky and unlucky hours and days		No	Yule
1914	Luddur Deo		No	Yule
1915	Luh-ho-ta Pagoda		No	Yule
1916	LukonKiao	Hun-ho	Location	Yule
1917	Lukyn 		Location	Yule
1918	Lung-yin		No	Yule
1919	Lusignan		No	Yule
1920	Lynxes		No	Yule
1921	Lájwurd mines		No	Yule
1922	Löss		No	Yule
1923	Lúristan	Lor	Location	Yule
1924	Lút		Location	Yule
1925	Ma Twan-lin		No	Yule
1926	Ma-teu	Matu	No	Yule
1927	Maabar		Location	Murray
1928	Maaden		No	Yule
1929	Maatum		No	Yule
1930	Macartneys Map		No	Yule
1931	Macgregor		Person	Yule
1932	Maclagan		Person	Yule
1933	Madagascar		Location	Murray,Yule
1934	MadarDes		Location	Yule
1935	Madjgars		No	Yule
1936	Madras		Location	Yule
1937	Madura		Location	Yule
1938	Maestro		No	Yule
1939	Magadha		Location	Yule
1940	Magadoxo		Location	Yule
1941	Magapatana		Location	Yule
1942	Magi		No	Yule
1943	Magic		No	Yule
1944	Magical darkness 		No	Yule
1945	Magnet		No	Yule
1946	Magyars		No	Yule
1947	Mahar Amlàk		Person	Yule
1948	Mahavan		No	Yule
1949	Mahmudiah Canal		Location	Yule
1950	Mahmúd Kalháti		Person	Yule
1951	Mahmúd of Ghazni		Person	Yule
1952	Mahomed	Mahommet	Person	Yule
1953	Mahomedan revolts in China		No	Yule
1954	Mahomedans	Saracens	No	Yule
1955	Mailapúr		Location	Yule
1956	Mailla's translation of the Chinese History			Murray
1957	Maiman		No	Yule
1958	Maitreya Buddha		No	Yule
1959	Majapahit		Location	Yule
1960	Majar	Menjar	No	Yule
1961	Major		No	Yule
1962	Makdashan		Location	Yule
1964	Malacca		Location	Murray,Yule
1965	Malaiur		Location	Yule
1966	Malasgird		No	Yule
1967	Malay Peninsula		Location	Yule
1968	Malayo		No	Yule
1969	Malcolm		Person	Yule
1970	Maldive 		Location	Yule
1971	Male and Female		Location	Murray
1972	Male and Female 		Location	Yule
1973	Malifattan		No	Yule
1974	Malik al Dháhir		Person	Yule
1975	Malli		No	Yule
1976	Malpiero		No	Yule
1977	MalteBrun		No	Yule
1978	Malwa		No	Yule
1979	MalAmir		No	Yule
1980	Malé in Burma		No	Yule
1981	Mamaseni		No	Yule
1982	Mamre		No	Yule
1983	Man		No	Yule
1984	Manchu dynasty		No	Yule
1985	Mancopa		No	Yule
1986	Mandalé in Burma		No	Yule
1987	Mandarin language		No	Yule
1988	Mangalai		Person	Yule
1989	Mangalore		Person	Yule
1990	Mangalu		Person	Murray
1991	Mangla and Nebila 		Location	Yule
1992	Mangonels made by Polos for attack of Saianfu		No	Yule
1993	Mangou		Person	Murray
1994	Mangu	Mangkú	Person	Yule
1995	Mangu-Temur 	Mungultemur	Person	Yule
1996	Manji		Location	Murray,Yule
1997	Manjushri		Location	Yule
1998	Manjáník	Manjaniki	Person	Yule
1999	Manphul		No	Yule
2000	Mansur Shah		Person	Yule
2001	Mantzé		No	Yule
2002	Manuel		Person	Yule
2003	Manufactures		No	Yule
2004	Manuscripts of Polos Book		No	Yule
2005	Manzi	Facfur	Location	Yule
2006	Map		No	Yule
2007	Mapillas		No	Yule
2008	Maps		No	Yule
2009	Mar Sarghis		No	Yule
2010	Marabia		Location	Yule
2011	Marah Silu		No	Yule
2012	Marash		No	Yule
2013	Maratha		No	Yule
2014	Mardin	Merdin	No	Yule
2015	Mares milk		No	Yule
2016	Margaritone		No	Yule
2017	Marignolli		Person	Yule
2018	Market days		No	Yule
2019	Markets in Kinsay		No	Yule
2020	Marks of Silver		No	Yule
2021	Marriage customs in Khotan		No	Yule
2022	Marsden		Person	Murray
2023	Marsdens edition of Polo		No	Yule
2024	Martin		Person	Yule
2025	Martini		Person	Murray,Yule
2026	Martyrs		No	Yule
2027	Mashhad	Meshed	Location	Yule
2028	Mashiz		No	Yule
2029	Maskat		No	Yule
2030	Mastiff Dogs		No	Yule
2031	Mastiffs of Tibet		No	Yule
2032	Mastodon		No	Yule
2033	Masulipatam		Location	Murray,Yule
2034	Masud II		No	Yule
2035	Masudi		No	Yule
2036	Matchlocks		No	Yule
2037	Mati Dhivaja		No	Yule
2038	Matityna	Martinique	No	Yule
2039	Matitánana		No	Yule
2040	Maundevile		No	Yule
2041	Maung Maorong		Location	Yule
2042	Mauro		Location	Yule
2043	Mausul	Mosul	Location	Yule
2045	Mayers		No	Yule
2046	Mayhew		No	Yule
2047	Mazandéran		Location	Yule
2049	Medressehs at Sivas		No	Yule
2050	Mekhitar		No	Yule
2051	Mekong 	Lan-tsang kiang	Location	Yule
2052	Mekrán		No	Yule
2053	Mekránis		No	Yule
2054	Melchior		Person	Yule
2056	Melibar 	Malabar	Location	Murray,Yule
2057	Melic		No	Yule
2058	Melons		No	Yule
2059	Menangkabau		No	Yule
2060	Mendoza		No	Yule
2061	Menezes		No	Yule
2062	Mengki		Person	Yule
2063	Menjar 	Májar	No	Yule
2064	Menuvair and Grosvair		No	Yule
2065	Merghuz Boirúk Khan		Person	Yule
2066	Merkit 	Mecrit	No	Yule
2067	Meshid	Mashhad	No	Yule
2068	Messengers		No	Yule
2069	Mexico		No	Yule
2070	Meyer		Person	Yule
2071	Miafarakain		No	Yule
2072	Miau-tzu		No	Yule
2073	Mien		Location	Murray,Yule
2074	Mikado		No	Yule
2075	Military engines of the Middle Ages		No	Yule
2076	Milk		No	Yule
2077	Million		No	Yule
2078	Millione		No	Yule
2079	Millioni		No	Yule
2080	Milne		No	Yule
2081	Min 		Location	Yule
2082	Minao 		Location	Yule
2083	Mines and Minerals		No	Yule
2084	Minever		No	Yule
2085	Ming		No	Yule
2086	Ming-ti		Person	Yule
2087	Mingan		Person	Yule
2088	Minján		No	Yule
2089	Minotto		Person	Yule
2090	Mint		No	Yule
2091	Mintsing-hien		No	Yule
2092	Mious 		Location	Yule
2093	Miracle Stories		No	Yule
2094	Mirkhond		No	Yule
2095	Mirobolans		No	Yule
2096	Missionary Friars		No	Yule
2097	Moa of New Zealand		No	Yule
2098	Modhafferians		No	Yule
2099	Modun Khotan		Location	Yule
2100	Moghistan		No	Yule
2101	Mohammed		Person	Yule
2102	Mohammerah		No	Yule
2103	Mohiuddin		No	Yule
2104	Mokli		No	Yule
2105	Molayu		No	Yule
2106	Molebar		Location	Yule
2107	Molephatan		No	Yule
2108	Molière		No	Yule
2109	Moluccas		No	Yule
2110	Mombasa		Location	Yule
2111	Momein		No	Yule
2112	Monasteries of Idolaters (Buddhists)		No	Yule
2113	Money		No	Yule
2114	Money of the great khan			Murray
2115	Mongol Emperors		Person	Murray
2116	Mongol conquests		No	Yule
2117	Mongols		Organization	Murray
2118	Mongon Khan		Person	Yule
2119	Mongotay	Mangkutai	Person	Yule
2120	Monkeys		No	Yule
2121	Monks		No	Yule
2122	Monnier		Person	Yule
2123	Monoceros and Maiden		No	Yule
2124	Monophysitism		No	Yule
2125	Monsoons		No	Yule
2126	Monte dEly		No	Yule
2127	Montecorvino		No	Yule
2128	Montgomerie		No	Yule
2129	Monument at Si-ngan fu		No	Yule
2130	Moon		No	Yule
2131	Moore		No	Yule
2132	Moplas		No	Yule
2133	Morgan		No	Yule
2134	Mortagne		No	Yule
2135	Moscow		Location	Yule
2136	Mosolin		No	Yule
2137	Mossos		Location	Yule
2138	Mostasim Billah		Person	Yule
2141	Motapallé		Location	Yule
2142	Motawakkil		Person	Yule
2143	Moule		Person	Yule
2144	Mount		No	Yule
2145	Mountain		No	Yule
2146	Mourning customs		No	Yule
2147	Mozambique Channel		No	Yule
2148	Muang		Location	Yule
2149	Mulberry Trees		No	Yule
2150	Multan		Person	Yule
2151	MulJava		No	Yule
2152	Muláhidah	Mulehet	No	Yule
2153	Mungasht		No	Yule
2154	Mungul		Location	Yule
2155	MungulTemur	MongoTemur	Person	Yule
2156	Murad Beg		No	Yule
2157	Murghab 		Location	Yule
2158	Murray		Person	Yule
2159	Murus Ussu 		Location	Yule
2160	Mus		Location	Yule
2161	Musaúd		Person	Yule
2162	Musk			Murray,Yule
2163	Muslin		No	Yule
2164	Mutfili 		Location	Yule
2165	Muza		No	Yule
2166	Mynibar		No	Yule
2167	Mysore		Location	Yule
2168	Mystic number		No	Yule
2169	Máchin		Location	Yule
2170	Mádái		No	Yule
2171	Mán		No	Yule
2172	Mâramangalam		Location	Yule
2173	Mätzner		No	Yule
2174	Mírat		No	Yule
2175	Müller		Person	Yule
2176	Nac		No	Yule
2177	Nakkára	Naccara	No	Yule
2178	Nakkára 		No	Yule
2179	Nalanda		No	Yule
2180	Nan-ghin 	Nan-King	Location	Murray
2181	Nancouri		No	Yule
2182	Nanghin	Ngan-king	No	Yule
2183	Nangiass		Location	Yule
2184	Nankau		No	Yule
2185	Nanking		No	Yule
2186	Nanwuli		No	Yule
2187	NanChao		No	Yule
2188	Naobanján		No	Yule
2189	Naoshirwan		No	Yule
2190	Naphtha in the Caucasian country		No	Yule
2191	Napier		Person	Yule
2192	Napoleon III		Person	Yule
2193	NarikelaDvipa		No	Yule
2194	NarinKaleh		Location	Yule
2195	Narkandam		Location	Yule
2196	Narsinga		Person	Yule
2197	Narwhal tusk		No	Yule
2198	Nasich		No	Yule
2199	Nasruddin	Nescradin	Person	Yule
2200	Nassir-uddin		Person	Yule
2201	Natigay		Person	Yule
2202	Navapa 		No	Yule
2203	NavaKhanda		No	Yule
2204	Naversa		No	Yule
2205	Nayan		Person	Murray,Yule
2206	Nebila and Mangla 		Location	Yule
2207	Nebuchadnezzar		No	Yule
2208	Necklaces		No	Yule
2209	Necuveran	Nicobar		Murray,Yule
2210	Negapatam		Location	Yule
2211	Negroes described		No	Yule
2212	Negropont		No	Yule
2213	Nellore		No	Yule
2214	Nemej		No	Yule
2215	Nerghi		Location	Yule
2216	Nescardin		Person	Murray
2217	Nescradin		Person	Yule
2218	Nestorian Christians		No	Yule
2219	Nestorian Christians and Jacobites			Murray
2220	Nestorius		Person	Yule
2221	Nevergún Pass		No	Yule
2222	New Year Festival at Kúbláis Court		No	Yule
2223	Neza Tash Pass		No	Yule
2224	Ngan-king	Nanghin	No	Yule
2225	Ngan-ning-ho 		Location	Yule
2226	Ngantung		Person	Yule
2227	Ngo-ning		No	Yule
2228	Nia	ancient Ni-jang	Location	Yule
2229	Nias 		Location	Yule
2230	Nibong Palm		No	Yule
2231	Nicaea of Alexander		No	Yule
2232	Nicholson		Person	Yule
2233	Nicobar	Necuveran	Location	Yule
2234	Nicolas		Person	Yule
2235	Nicolas IV		Person	Yule
2236	Nicolas of Pistoia		No	Yule
2237	Nieuhoff		No	Yule
2238	Nigudar	Nogodar	Person	Murray,Yule
2239	Nigudarian bands		No	Yule
2240	Nilawár	Nellore	Location	Yule
2241	Nile		No	Yule
2242	Nileshwaram		No	Yule
2243	Nine		No	Yule
2244	Nine Provinces 		No	Yule
2245	Ning-hsia		No	Yule
2246	Ning-yuan fu		No	Yule
2247	Ningpo		No	Yule
2248	Niriz		No	Yule
2249	Nirvana		No	Yule
2250	Nishapúr		No	Yule
2251	Niuché	Yuché	No	Yule
2252	Noahs Ark in Armenia		No	Yule
2253	Nobles of Venice		No	Yule
2254	Nochdarizari		Location	Yule
2255	Nogai Khan		Person	Yule
2257	Nomad tribes of Persia		No	Yule
2258	Nomogan	Numughan	Person	Yule
2259	None		No	Yule
2260	North		No	Yule
2261	North Star		No	Yule
2262	Note Book		No	Yule
2263	Novgorod		No	Yule
2264	Nubia		Location	Yule
2265	Nukdaris		No	Yule
2266	Nuksán Pass		No	Yule
2267	Numbers		No	Yule
2268	NusiIbrahim		No	Yule
2269	Nutmegs		No	Yule
2270	Nyuché		No	Yule
2271	Oak of Hebron		No	Yule
2272	Oaracta	Kishm	No	Yule
2273	Obedience of Ismaelites		No	Yule
2274	Obi 		Location	Yule
2275	Observatory at Peking		No	Yule
2276	Ocean Sea		Location	Yule
2277	Ocoloro Island		Location	Yule
2278	Odoric		No	Yule
2279	Oger		No	Yule
2280	Ogotai Khan		Person	Yule
2281	Oil from the Holy Sepulchre		No	Yule
2282	Oirad		Location	Yule
2283	Okkodai Khan		Person	Yule
2284	Okkoday Khan		Person	Murray
2285	Olak		No	Yule
2286	Old Man of the Mountain		Person	Murray,Yule
2287	Oljaïtu Khan		Person	Yule
2288	Oman		Location	Yule
2289	Omens		No	Yule
2290	Onan Kerule		Location	Yule
2291	Ondanique		No	Yule
2292	Oppert		Person	Yule
2293	Orang Gugu		No	Yule
2294	Orang Malayu		Location	Yule
2295	Orang Malayu 		Location	Yule
2296	Orbelian		Person	Yule
2297	Ordos		No	Yule
2298	Organa		No	Yule
2299	Oriental phrases in Polos dictation		No	Yule
2300	Orissa		Location	Yule
2301	Orkhon 		Location	Yule
2302	Orleans		No	Yule
2303	Oroech		No	Yule
2304	Ostriches		No	Yule
2305	Ostyaks		No	Yule
2306	Otto		Person	Yule
2307	Ouang Khan		Person	Murray
2308	Oulatay	Uladai	Person	Yule
2309	Oulatay 		Person	Yule
2310	Owen		Person	Yule
2311	Oxen		No	Yule
2312	Oxenham		No	Yule
2313	Oxus		Location	Yule
2314	Oxus river		Location	Murray
2315	Oxydracae		No	Yule
2316	Pa-yi writing		No	Yule
2317	Pacamuria 	Baccanor	Location	Yule
2318	Pacauta		No	Yule
2319	Pacem		No	Yule
2320	Paddle-wheel barges		No	Yule
2321	Paderin		Person	Yule
2322	Padma Sambhava		No	Yule
2323	Pagaroyang		No	Yule
2324	Paggi 		Location	Yule
2325	Pagodas		Location	Yule
2326	Pagán		Location	Yule
2327	Pahang		No	Yule
2328	Pai-yen-ching		No	Yule
2329	Paipurth	Baiburt	No	Yule
2330	Pakwiha		No	Yule
2331	Palace of Khan at Chagannor		No	Yule
2332	Palembang		No	Yule
2333	Palladius		No	Yule
2334	Palm		No	Yule
2335	Palm Wine		No	Yule
2336	Pamier	Pamir	Location	Murray,Yule
2338	Pandarani		No	Yule
2339	Pandit Manphul		Person	Yule
2340	Pandrethan in Kashmir		No	Yule
2341	Pandyan kings		No	Yule
2342	Panja 	Upper Oxus	Location	Yule
2343	Panjkora		No	Yule
2344	Panjshir		No	Yule
2345	Panjáb		Location	Yule
2346	Pantaleon		No	Yule
2347	Panthé		Location	Yule
2348	Panya 	Pengya	Location	Yule
2349	PanAsiatic usages		No	Yule
2350	Pao-ki hien		No	Yule
2351	Paonano Pao		No	Yule
2352	Paper-money		No	Yule
2353	Papien 		Location	Yule
2354	Papé		No	Yule
2355	Paquier		Person	Yule
2356	Paradise		No	Yule
2357	Paramisura		Person	Yule
2358	Paravas		No	Yule
2359	Parez		No	Yule
2360	Pariahs 	Paraiyar	No	Yule
2361	Parker		No	Yule
2362	Parliament		No	Yule
2363	Parlák		No	Yule
2364	Parpa iron mines		No	Yule
2365	Parris		Person	Murray
2366	Parrot		No	Yule
2367	Parrots		No	Yule
2368	Partridges		No	Yule
2369	Parwana		No	Yule
2370	Paryán silver mines		No	Yule
2371	Parákráma Bahu I		No	Yule
2372	Pascal of Vittoria		No	Yule
2373	Pascia 	Peshawer	Location	Murray
2374	Pasei		Location	Yule
2375	Pasha and Pashagar tribes		Location	Yule
2376	Pashai		Location	Yule
2377	PashaAfroz		No	Yule
2378	Passo 		No	Yule
2379	Patarins		No	Yule
2380	Patlam		No	Yule
2381	Patriarchs of Eastern Christians		No	Yule
2382	PatteikKará		No	Yule
2383	Patterns		No	Yule
2384	Patu		Person	Yule
2385	Pau-chym 	Pao-yug-shien	Location	Murray
2386	Paukin	Pao-ying	No	Yule
2387	Pauthier		No	Yule
2388	Paved roads in China		No	Yule
2389	Payan		No	Yule
2390	Payangadi		No	Yule
2391	Paï		Location	Yule
2392	Pe-king		Location	Murray
2393	Peaches		No	Yule
2394	Peacocks at St. Thomass		No	Yule
2395	Pearls		No	Yule
2396	Pears		No	Yule
2397	Pedir		No	Yule
2398	Pedro		Person	Yule
2399	Pegu and Bengal confounded		No	Yule
2400	Pei-chau	Piju	Location	Yule
2402	Pein 	Bai,Pim	Location	Murray,Yule
2403	Peking		Location	Yule
2404	Pelly		No	Yule
2405	Pema-ching		No	Yule
2406	Pemberton		Person	Yule
2408	Pentam 	Bintang	Location	Murray,Yule
2409	Pepper		No	Yule
2410	Pepper Country		No	Yule
2411	Peregrine falcons		No	Yule
2412	Perla	Ferlec	Location	Yule
2413	Persia		Location	Murray,Yule
2414	Persia and India		No	Yule
2415	Persian Gulf 		Location	Yule
2416	Persian applied to language of foreigners at Mongol Court		No	Yule
2417	Pesháwar		Location	Yule
2418	Peter		No	Yule
2419	Pharaohs rats	Gerboa	No	Yule
2420	Phayre		Person	Yule
2421	Pheasants		No	Yule
2422	Pheng	the Rukh	No	Yule
2423	Philip III. and IV. of France		No	Yule
2424	Philip the Fair		No	Yule
2425	Philippine 		Location	Yule
2426	Phillips		Person	Yule
2427	Phipps		Person	Yule
2428	Phra Râma		No	Yule
2429	Phungan		Location	Yule
2430	Physician		No	Yule
2431	Physicians		No	Yule
2432	Pi-an-fu	Pin-yang-fou	Location	Murray
2433	Pianfu	Ping-yang fu	Location	Yule
2434	Pianfu 		Location	Yule
2435	Pichalok		No	Yule
2436	Pievtsov		Person	Yule
2437	Pig-shells		No	Yule
2438	Pigeon posts		No	Yule
2439	Piju	Pei-chau	Location	Yule
2440	Pilgrimage		No	Yule
2441	Pima	Pim	No	Yule
2442	Pin-gui 	Pi-tcheou	Location	Murray
2443	Pinati		Person	Yule
2444	Pine woods in Mongolian desert		No	Yule
2445	PinnaCael	Punnei-Káyal	No	Yule
2446	Pipino		Person	Murray,Yule
2447	Pirabandi or Bir Pandi	Vira Pandi	No	Yule
2448	Pirada		No	Yule
2449	Pirates of Malabar		No	Yule
2450	Piratical customs at Eli		No	Yule
2451	Pistachioes		No	Yule
2452	Plane		No	Yule
2453	Plano Carpini		No	Yule
2454	Po-sz	Persia	No	Yule
2455	Pog		Location	Yule
2456	Poison		No	Yule
2457	Poison wind		No	Yule
2458	Poisoning guests		No	Yule
2459	Poisonous pasturage		No	Yule
2460	Poland		Location	Yule
2461	Pole		No	Yule
2462	Pole-star		No	Yule
2463	Police		No	Yule
2464	Politeness of Chinese		No	Yule
2465	Polo	Marco Polo,Nicolo Polo,Maffio Polo	Person	Murray,Yule
2466	Polygamy		No	Yule
2467	Ponent		No	Yule
2468	Pong		No	Yule
2469	Poods		No	Yule
2470	Pope of Rome		Person	Murray
2471	Popinjays		No	Yule
2472	Population		No	Yule
2473	Porcelain manufacture		No	Yule
2474	Porcupines		No	Yule
2475	Pork		No	Yule
2476	Posts		No	Yule
2477	Potala at Lhasa		No	Yule
2478	Pottinger		No	Yule
2479	Poultry		No	Yule
2480	Pound		No	Yule
2481	Pozdneiev		Person	Yule
2482	Precious stones or gems		No	Yule
2483	Prester John		Person	Murray,Yule
2484	Prices of horses		No	Yule
2485	Printing		No	Yule
2486	Private names supposed		No	Yule
2487	Prjevalsky		Person	Yule
2488	Probation of Jogis		No	Yule
2489	Prophecy regarding Bayan		No	Yule
2490	Prostitutes		No	Yule
2491	Provinces		No	Yule
2492	PseudoCallisthenes		No	Yule
2493	Ptolemies trained African elephants		No	Yule
2494	Ptolemy		No	Yule
2495	Pu-cheng		No	Yule
2496	Puer and Esmok		No	Yule
2497	Pukan MienWang		No	Yule
2498	Pulad Chingsang		No	Yule
2499	Pulisangan		Location	Murray
2500	Pulisanghin		Location	Yule
2501	Pulo Bras		No	Yule
2502	Pulo Nankai		No	Yule
2503	Pulo Wé		No	Yule
2504	Punnei-Káyal		No	Yule
2505	Purchas in his Pilgrims uses Ramusio's edition of Marco Polo's Travels			Murray
2506	Puránas		No	Yule
2507	Putchok		No	Yule
2508	Putu-ho		No	Yule
2509	Pygmies		No	Yule
2510	Ping-chang		Person	Yule
2511	Ping-yang fu	Pianfu	No	Yule
2512	Po-yang 		Location	Yule
2513	Pu-chau fu		No	Yule
2514	Pádishah Khátún of Kerman		No	Yule
2515	Qalah Asgher		No	Yule
2516	Qara Ars-lán Beg		Person	Yule
2517	Quails in India		No	Yule
2518	Que-lin-fu 	Kien-ning-fou	Location	Murray
2519	Queen of Mutfili		No	Yule
