	Entity	Tag	Reference
1488	Kalchi	FALSE	Yule
1489	Kales Devar	Person	Yule
1490	Kalgan	FALSE	Yule
1491	Kalhï¿½t (Kalhï¿½tï¿½	 	Yule
1492	Kalidï¿½sa	 	Yule
1493	Kalinga	FALSE	Yule
1494	Kalinjar	FALSE	Yule
1495	Kalï¿½mï¿½r	 	Yule
1496	Kamasal (Conosalmi	FALSE	Yule
1497	Kambala	Person	Yule
1498	Kambalu (Pe-king)	Location	Murray
1499	Kamboja (Chinla)	FALSE	Yule
1500	Kambï¿½yat (Cambay)	 	Yule
1501	Kampar	Location	Yule
1502	Kamul (Khamil or Hamil)	Location	Murray
1503	Kamul (Komal	FALSE	Yule
1504	Kamï¿½l Malik	 	Yule
1505	Kamï¿½rah	 	Yule
1506	Kanauj	FALSE	Yule
1507	Kanbalu Island	FALSE	Yule
1508	Kanchï¿½u (Campichu)	 	Yule
1509	Kandahï¿½r	 	Yule
1510	Kandy	FALSE	Yule
1511	Kanerkes	Location	Yule
1512	Kang-hi	FALSE	Yule
1513	Kangigu	Location	Murray
1514	Kank	FALSE	Yule
1515	Kanpï¿½u (Ganpu	 	Yule
1516	Kansan	FALSE	Yule
1517	Kansuh	FALSE	Yule
1518	Kanï¿½t-ul-Shï¿½m (Conosalmi)	 	Yule
1519	Kao Hoshang	FALSE	Yule
1520	Kao-yu (Cayu)	FALSE	Yule
1521	Kaoï¿½Tsung	 	Yule
1522	Kapilavastu	FALSE	Yule
1523	Kapukada	FALSE	Yule
1524	Karakorum	Location	Murray
1525	Karakorum (Caracoron	FALSE	Yule
1526	Karakorum (Caracoron)	FALSE	Yule
1527	Karamoran (Hoang-ho)	Location	Murray
1528	Karanï¿½t	 	Yule
1529	Karaunahs (Caraonas	FALSE	Yule
1530	Karazan	Location	Murray
1531	Karaï¿½n Jidun	 	Yule
1532	Kardandan	Location	Murray
1533	Karens	FALSE	Yule
1534	Karmathian	FALSE	Yule
1535	Karnï¿½l	 	Yule
1536	Karra-Mï¿½nikpï¿½r	 	Yule
1537	Karrah	FALSE	Yule
1538	Kartazonon	FALSE	Yule
1539	Karï¿½ Hulun	 	Yule
1540	Karï¿½ Khoja	 	Yule
1541	Karï¿½jï¿½ng (Carajan	 	Yule
1542	Karï¿½khitaian Empire	 	Yule
1543	Karï¿½kï¿½sh (ï¿½black jadeï¿½) River	 	Yule
1544	Karï¿½mï¿½ren (Caramoran) River	 	Yule
1545	Karï¿½ni (vulgo Cranny)	 	Yule
1546	Kasaidi Arabs	FALSE	Yule
1547	Kashan	FALSE	Yule
1548	Kashmiris	FALSE	Yule
1549	Kashmï¿½r (Keshimur	 	Yule
1550	Kasia	FALSE	Yule
1551	Kasyapa Buddha	FALSE	Yule
1552	Kataghan	FALSE	Yule
1553	Kataia		Murray
1554	Katar pirates	FALSE	Yule
1555	Katif	FALSE	Yule
1556	Kattiawï¿½r	 	Yule
1557	Kaulam	FALSE	Yule
1558	Kaulamï¿½Malï¿½	 	Yule
1559	Kauli (Cauly	FALSE	Yule
1560	Kaunchi (Conchi	FALSE	Yule
1561	Kavvï¿½yi	 	Yule
1562	Kayten	FALSE	Yule
1563	Kazan	FALSE	Yule
1564	Kazbek	FALSE	Yule
1565	Kazvï¿½n (Casvin)	 	Yule
1566	Kazï¿½winah	 	Yule
1567	Kaï¿½kobad I. and III	 	Yule
1568	Keary	FALSE	Yule
1569	Kehran	FALSE	Yule
1570	Keiaz tribe	FALSE	Yule
1571	Keibung (Kaipingfu)	FALSE	Yule
1572	Kelinfu (Kienning-fu	Location	Yule
1573	Kemenfu	FALSE	Yule
1574	Kenjanfu (Si-ngan fu)	FALSE	Yule
1575	Keraits	Location	Yule
1576	Kerala	Location	Yule
1577	Keria	FALSE	Yule
1578	Keriza River	FALSE	Yule
1579	Kermï¿½n	 	Yule
1580	Kerulen (Kï¿½i-lien) valley	 	Yule
1581	Keshican (Keshikten	FALSE	Yule
1582	Kesimur (Cashmere)	Location	Murray
1583	Kesmacoran (Kij Makrï¿½n	 	Yule
1584	Kesmacoran (Mekran)	Location	Murray
1585	Keuyung Kwan	Location	Yule
1586	Khakï¿½n	 	Yule
1587	Khalif (Calif) Mostaï¿½Sim Billah of Baghdad	 	Yule
1588	Khambavati (Cambay)	FALSE	Yule
1589	Khanabad (Dogana?)	FALSE	Yule
1590	Khanfu	FALSE	Yule
1591	Khanikoff	FALSE	Yule
1592	Khanoolla (Mount Royal	FALSE	Yule
1593	Khansï¿½	 	Yule
1594	Kharesem	FALSE	Yule
1595	Khato-tribe	FALSE	Yule
1596	Khavailu (Hwo-lu hï¿½ien)	 	Yule
1597	Khazars	FALSE	Yule
1598	Khilak	FALSE	Yule
1599	Khimka	FALSE	Yule
1600	Khinsa	FALSE	Yule
1601	Khitan	FALSE	Yule
1602	Khmer	FALSE	Yule
1603	Khodabanda	Person	Yule
1604	Khojas	FALSE	Yule
1605	Khorasan	Location	Yule
1606	Khormuzda	FALSE	Yule
1607	Khotan (Cotan	Location	Yule
1608	Khoten	Location	Murray
1609	Khumbavati (Cambay)	Location	Yule
1610	Khumdï¿½n	 	Yule
1611	Khusrï¿½	 	Yule
1612	Khutuktai Setzen	Person	Yule
1613	Khwarizm	FALSE	Yule
1614	Khï¿½n Bï¿½dshah of Khotan	 	Yule
1615	Khï¿½nbalï¿½k	 	Yule
1616	Khï¿½tï¿½n-gol	 	Yule
1617	Kia Tsing	Person	Yule
1618	Kia-kï¿½ing	 	Yule
1619	Kiacatu	FALSE	Yule
1620	Kiahing (Ciangan	FALSE	Yule
1621	Kiai ï¿½ or Hiai-chau (Caichu)	 	Yule
1622	Kiakhta	FALSE	Yule
1623	Kiang	FALSE	Yule
1624	Kiang-mai	FALSE	Yule
1625	Kiang-su	FALSE	Yule
1626	Kiang-suy (-shui) River	Location	Yule
1627	Kiangka	FALSE	Yule
1628	Kiangshan	FALSE	Yule
1629	Kiangsi	FALSE	Yule
1630	Kiangtheu	FALSE	Yule
1631	Kiangï¿½Chï¿½	 	Yule
1632	Kiangï¿½Hung	 	Yule
1633	Kiangï¿½Tung	 	Yule
1634	Kiao-chi (Tungking	FALSE	Yule
1635	Kiaproth		Murray
1636	Kichau Castle	FALSE	Yule
1637	Kiehï¿½Chï¿½a	 	Yule
1638	Kien-chau	FALSE	Yule
1639	Kien-kwï¿½	 	Yule
1640	Kien-lung	Person	Yule
1641	Kien-ning fu (Kelinfu)	FALSE	Yule
1642	Kiepert	FALSE	Yule
1643	Kiev	Location	Murray
1644	Kijï¿½Makrï¿½n (Kesmacoran)	 	Yule
1645	Kilaï¿½-i-Gabr	 	Yule
1646	Kilimanchi River	Location	Yule
1647	Kiming shan Mountains	Location	Yule
1648	Kin	Location	Yule
1649	Kin-hwa fu	FALSE	Yule
1650	Kin-sai or Quin-sai (Hang-tcheou-fou)	Location	Murray
1651	Kin-sha Kiang	Location	Yule
1652	Kincha	FALSE	Yule
1653	King of the Abraiaman	Person	Yule
1654	King-tï¿½-chï¿½n	 	Yule
1655	Kings of Maabar	Person	Yule
1656	Kingsmill	FALSE	Yule
1657	Kinki	FALSE	Yule
1658	Kinsay (King-szï¿½)	 	Yule
1659	Kinshan	Location	Yule
1660	Kinto	FALSE	Yule
1661	Kinï¿½Chi	 	Yule
1662	Kipchak (Ponent)	Location	Yule
1663	Kirghiz	FALSE	Yule
1664	Kirghiz Kazak	FALSE	Yule
1665	Kirghiz-tribe	Organization	Murray
1666	Kiria	FALSE	Yule
1667	Kirk	Person	Yule
1668	Kis	FALSE	Yule
1669	Kishik	FALSE	Yule
1670	Kishm (Casem)	FALSE	Yule
1671	Kistna River	Location	Yule
1672	Kitubuka	FALSE	Yule
1673	Kiu-chau	FALSE	Yule
1674	Kiulan (Quilon	FALSE	Yule
1675	Kizil Irmak	FALSE	Yule
1676	Kizil River	FALSE	Yule
1677	Kneeling oxen	FALSE	Yule
1678	Ko-li-ki-sze	FALSE	Yule
1679	Kobad	FALSE	Yule
1680	Kobdo	FALSE	Yule
1681	Kogatai	Person	Murray
1682	Kohï¿½Banï¿½n (Cobinan)	 	Yule
1683	Koi-gan-zu (Hoai-ngan-fou)	Location	Murray
1684	Koja (Coja)	Person	Yule
1685	Kokcha River	Location	Yule
1686	Kolastri	FALSE	Yule
1687	Kolkhoi of Ptolemy	FALSE	Yule
1688	Kollam	FALSE	Yule
1689	Koloman	FALSE	Yule
1690	Kolyma	FALSE	Yule
1691	Komï¿½r	 	Yule
1692	Kondachi	FALSE	Yule
1693	Konkan	Person	Yule
1694	Konï¿½r tree	 	Yule
1695	Koresh king	Person	Yule
1696	Kosakio	Person	Yule
1697	Kosseir	FALSE	Yule
1698	Kotcheres	Organization	Yule
1699	Kotlogh	Person	Yule
1700	Kotlogh Shah	Person	Yule
1701	Kotou		Murray
1702	Kotrobah Island	Location	Yule
1703	Kouyunjik	Location	Yule
1704	Kozlov	Person	Yule
1705	Ku-kwan	FALSE	Yule
1706	Kuang-chou	FALSE	Yule
1707	Kublai Khan	Person	Murray
1708	Kuchï¿½ character	 	Yule
1709	Kuhistan	Location	Yule
1710	Kukin-Tï¿½na	 	Yule
1711	Kukju (Genkju)	Person	Yule
1712	Kukuï¿½Khotan (Blue Town)	 	Yule
1713	Kulasaikera	FALSE	Yule
1714	Kulï¿½b	 	Yule
1715	Kulï¿½n	 	Yule
1716	Kumhari	FALSE	Yule
1717	Kumiz	FALSE	Yule
1718	Kummï¿½jar	 	Yule
1719	Kumï¿½r	 	Yule
1720	Kunduz	FALSE	Yule
1721	Kunduzï¿½Baghlï¿½n	 	Yule
1722	Kung-ki-cheng (Fei-chï¿½eng)	 	Yule
1723	Kungurï¿½ts	 	Yule
1724	Kuniyah (Conia	FALSE	Yule
1725	Kunlun (Pulo Condore)	FALSE	Yule
1726	Kurd dynasty	Organization	Yule
1727	Kurdistan (Curdistan)	Location	Yule
1728	Kurds	Person	Murray,Yule
1729	Kuria Maria Islands	Location	Yule
1730	Kuridai	Person	Yule
1731	Kurmishi	FALSE	Yule
1732	Kurshids of Lï¿½ristï¿½n	 	Yule
1733	Kus	FALSE	Yule
1734	Kushluk	FALSE	Yule
1735	Kutan	Person	Yule
1736	Kutchluk Khan (Buddhist	Person	Yule
1737	Kutuktemur	Person	Yule
1738	Kutulun	Person	Yule
1739	Kuwinji	FALSE	Yule
1740	Kuyuk Khan	Person	Murray,Yule
1741	Kwa-chau (Caiju	FALSE	Yule
1742	Kwan Hsien	FALSE	Yule
1743	Kwansinfu	FALSE	Yule
1744	Kwawa	FALSE	Yule
1745	Kwei-chau (Cuiju)	FALSE	Yule
1746	Kwei-hwa-chï¿½eng	 	Yule
1747	Kweilei River	Location	Yule
1748	Kyung-sang province	Location	Yule
1749	Kï¿½benï¿½n (Cobinan	 	Yule
1750	Kï¿½blï¿½i (Cublay)	 	Yule
1751	Kï¿½firs of Hindu Kush	 	Yule
1752	Kï¿½ien-chï¿½ang	 	Yule
1753	Kï¿½il	 	Yule
1754	Kï¿½ing-yï¿½an (Ning-po)	 	Yule
1755	Kï¿½kachin	 	Yule
1756	Kï¿½likï¿½t	 	Yule
1757	Kï¿½nbï¿½rn Monastery	 	Yule
1758	Kï¿½reh-i-Ardeshï¿½r (Kuwï¿½shï¿½r)	 	Yule
1759	Kï¿½shgar (Cascar	 	Yule
1760	Kï¿½veri River	 	Yule
1761	Kï¿½veripattanam	 	Yule
1762	Kï¿½yal	 	Yule
1763	Kï¿½ï¿½n (Ghï¿½ï¿½n	 	Yule
1764	Lac (Wallachia	FALSE	Yule
1765	Ladies of Kinsay	FALSE	Yule
1766	Ladiesï¿½ dresses in Badakhshan	 	Yule
1767	Lagong	FALSE	Yule
1768	Lahore (Dalivar)	FALSE	Yule
1769	Lahsa	FALSE	Yule
1770	Laias (Aias)	Location	Murray
1771	Lake	Location	Yule
1772	Laknaoti	FALSE	Yule
1773	Lakshamana Deva	Person	Yule
1774	Lamas of Tibetan Buddhism	FALSE	Yule
1775	Lambri	Location	Yule
1776	Lan Ki Hien (Nanï¿½Che-hien)	 	Yule
1777	Lan-tsang kiang (Mekong) River	Location	Yule
1778	Lances of Sago Palm	FALSE	Yule
1779	Lanchang	FALSE	Yule
1780	Land of Darkness	Location	Yule
1781	Langdarma	FALSE	Yule
1782	Langting Balghasun	FALSE	Yule
1783	Languages used in Mongol Court and administration	Location	Yule
1784	Lanja Bï¿½lï¿½s	 	Yule
1785	Lanka (Ceylon)	Location	Yule
1786	Lanner Falcons	FALSE	Yule
1787	Lanï¿½Ho	 	Yule
1788	Laos	Organization	Yule
1789	Laoï¿½Kiun	 	Yule
1790	Lar	Location	Murray,Yule
1791	Latin version of Poloï¿½s Book	 	Yule
1792	Latins	FALSE	Yule
1793	Latsï¿½	 	Yule
1794	Lauredano	FALSE	Yule
1795	Lawek	FALSE	Yule
1796	Laxities of marriage customs	FALSE	Yule
1797	Layard	Person	Yule
1798	Layas	Location	Yule
1799	Le Strange	Location	Yule
1800	Leather	FALSE	Yule
1801	Leaves	FALSE	Yule
1802	Lecomte on Chinese war vessels	FALSE	Yule
1803	Lembeser	FALSE	Yule
1804	Lenzin	FALSE	Yule
1805	Leon I	Person	Yule
1806	Leon II	Person	Yule
1807	Leon III	Person	Yule
1808	Leon VI	Person	Yule
1809	Leopards	FALSE	Yule
1810	Lepechin	Person	Yule
1811	Leung Shan	Person	Yule
1812	Levant	Location	Yule
1813	Lew-sha	Location	Yule
1814	Lewchew	FALSE	Yule
1815	Lewis	Person	Yule
1816	Lewis XI. and XII. (France)	Person	Yule
1817	Leyes	FALSE	Yule
1818	Lhï¿½sa	 	Yule
1819	Li Hï¿½ien	 	Yule
1820	Li Yuan-hao	Organization	Yule
1821	Li-kiang fu	FALSE	Yule
1822	Liampo (Ningpo)	FALSE	Yule
1823	Liang	FALSE	Yule
1824	Liang-chau in Kansuh	FALSE	Yule
1825	Liao dynasty	FALSE	Yule
1826	Liao-tong	FALSE	Yule
1827	Libanos	FALSE	Yule
1828	Licinius	Person	Yule
1829	Lidï¿½ (Liti)	 	Yule
1830	Lieuli Ho	FALSE	Yule
1831	Lign-aloes (eagle-wood	FALSE	Yule
1832	Ligor	FALSE	Yule
1833	Lin-gui	Location	Murray
1834	Lin-ngan (Hang-chau)	FALSE	Yule
1835	Lin-ngan in Yun-nan	FALSE	Yule
1836	Lin-tï¿½sing chau	 	Yule
1837	Lindley	FALSE	Yule
1838	Lindsay	FALSE	Yule
1839	Linju	FALSE	Yule
1840	Lintching-y	FALSE	Yule
1841	Lion and Sun	FALSE	Yule
1842	Lions		Murray,Yule
1843	Lionï¿½s Head Tablets	 	Yule
1844	Lisbon	FALSE	Yule
1845	Lissu	FALSE	Yule
1846	Litai	FALSE	Yule
1847	Litan rebels against Kublai		Murray
1848	Lithang	FALSE	Yule
1849	Little Orphan Rock	FALSE	Yule
1850	Litï¿½n	 	Yule
1851	Liu Pang	Person	Yule
1852	Liu Pei (Luo Pï¿½	 	Yule
1853	Livres of gold	FALSE	Yule
1854	Lo	Location	Yule
1855	Lob	FALSE	Yule
1856	Locac	Location	Yule
1857	Lochac (Camaboia)	Location	Murray
1858	Lockhart	FALSE	Yule
1859	Lolo tribes	Location	Yule
1860	Longevity of Brahmins and Jogis	FALSE	Yule
1861	Longfellow	FALSE	Yule
1862	Lop	Location	Murray,Yule
1863	Lophaburi	FALSE	Yule
1864	Loping	FALSE	Yule
1865	Lor	FALSE	Yule
1866	Lord	Person	Yule
1867	Louis	Person	Murray
1868	Loups cerviers (lynx)	FALSE	Yule
1869	Low castes	FALSE	Yule
1870	Lowatong River	FALSE	Yule
1871	Loyang	Location	Yule
1872	Lu-tzu tribe	FALSE	Yule
1873	Lubbies	FALSE	Yule
1874	Lubï¿½n	 	Yule
1875	Lubï¿½n-Jï¿½wi	 	Yule
1876	Lubï¿½n-Shehri	 	Yule
1877	Lucky and unlucky hours and days	FALSE	Yule
1878	Luddur Deo	FALSE	Yule
1879	Luh-ho-ta Pagoda	FALSE	Yule
1880	Lukonï¿½Kiao (Hun-ho	 	Yule
1881	Lukyn Port	FALSE	Yule
1882	Lung-yin	FALSE	Yule
1883	Lusignan	FALSE	Yule
1884	Lynxes	FALSE	Yule
1885	Lï¿½jwurd mines	 	Yule
1886	Lï¿½ristan (Lor	 	Yule
1887	Lï¿½ss	 	Yule
1888	Lï¿½t	 	Yule
1889	Ma Twan-lin	FALSE	Yule
1890	Ma-tï¿½eu (Matu)	 	Yule
1891	Maabar	Location	Murray
1892	Maaden	Location	Yule
1893	Maatum	FALSE	Yule
1894	Macartneyï¿½s Map	 	Yule
1895	Macgregor	Person	Yule
1896	Maclagan	FALSE	Yule
1897	Madagascar	Location	Murray
1898	Madagascar (Madeigascar)	Location	Yule
1899	Madarï¿½Des	 	Yule
1900	Madjgars	Location	Yule
1901	Madras	Location	Yule
1902	Madura	Location	Yule
1903	Maestro		Yule
1904	Magadha	FALSE	Yule
1905	Magadoxo	Location	Yule
1906	Magapatana	Location	Yule
1907	Magi	FALSE	Yule
1908	Magic	FALSE	Yule
1909	Magical darkness (dry fog and dust storms)	FALSE	Yule
1910	Magnet	FALSE	Yule
1911	Magyars	FALSE	Yule
1912	Mahar Amlï¿½k	 	Yule
1913	Mahavan	FALSE	Yule
1914	Mahmudiah Canal	Person	Yule
1915	Mahmï¿½d Kalhï¿½ti	 	Yule
1916	Mahmï¿½d of Ghazni	 	Yule
1917	Mahomed	Person	Yule
1918	Mahomed (Mahommet)	Person	Yule
1919	Mahomedan revolts in China	Organization	Yule
1920	Mahomedans (Saracens)	Organization	Yule
1921	Mailapï¿½r (Shrine of St. Thomas)	 	Yule
1922	Mailla's translation of the Chinese History		Murray
1923	Maiman	FALSE	Yule
1924	Maitreya Buddha	FALSE	Yule
1925	Majapahit	Location	Yule
1926	Majar (Menjar)	FALSE	Yule
1927	Major	FALSE	Yule
1928	Makdashan	Location	Yule
1929	Malabar	Location	Yule
1930	Malacca		Murray,Yule
1931	Malaiur	Location	Yule
1932	Malasgird	FALSE	Yule
1933	Malay Peninsula	Location	Yule
1934	Malayo	FALSE	Yule
1935	Malcolm	Person	Yule
1936	Maldive Islands	Location	Yule
1937	Male and Female	Location	Murray
1938	Male and Female Islands	Location	Yule
1939	Malifattan	FALSE	Yule
1940	Malik al Dhï¿½hir	 	Yule
1941	Malli	FALSE	Yule
1942	Malpiero	FALSE	Yule
1943	Malteï¿½Brun	 	Yule
1944	Malwa	FALSE	Yule
1945	Malï¿½ in Burma	 	Yule
1946	Malï¿½Amir	 	Yule
1947	Mamaseni	FALSE	Yule
1948	Mamre	FALSE	Yule
1949	Man	Person	Yule
1950	Manchu dynasty	Organization	Yule
1951	Mancopa	FALSE	Yule
1952	Mandalï¿½ in Burma	 	Yule
1953	Mandarin language	FALSE	Yule
1954	Mangalai	Person	Yule
1955	Mangalore	Location	Yule
1956	Mangalu	Person	Murray
1957	Mangla and Nebila Islands	Location	Yule
1958	Mangonels made by Polos for attack of Saianfu	FALSE	Yule
1959	Mangou	Person	Murray
1960	Mangu (Mangkï¿½	 	Yule
1961	Manguï¿½Temur (Mungultemur)	 	Yule
1962	Manjanikis (Mangonellas). (See Mangonels.)	FALSE	Yule
1963	Manji	Location	Murray,Yule
1964	Manjushri	Person	Yule
1965	Manjï¿½nï¿½k (Manjaniki	 	Yule
1966	Manjï¿½nï¿½k (Manjaniki)	 	Yule
1967	Manphul	Person	Yule
1968	Mansur Shah	Person	Yule
1969	Mantzï¿½	 	Yule
1970	Manuel	FALSE	Yule
1971	Manufactures	FALSE	Yule
1972	Manuscripts of Poloï¿½s Book	 	Yule
1973	Manzi (Facfur)	Person	Yule
1974	Map	FALSE	Yule
1975	Mapillas	FALSE	Yule
1976	Maps	FALSE	Yule
1977	Mar Sarghis	FALSE	Yule
1978	Marabia	FALSE	Yule
1979	Marah Silu	FALSE	Yule
1980	Marash	FALSE	Yule
1981	Maratha	FALSE	Yule
1982	Mardin (Merdin)	FALSE	Yule
1983	Mareï¿½s milk	 	Yule
1984	Margaritone	FALSE	Yule
1985	Marignolli	FALSE	Yule
1986	Market days	FALSE	Yule
1987	Markets in Kinsay	FALSE	Yule
1988	Marks of Silver	FALSE	Yule
1989	Marriage customs in Khotan	FALSE	Yule
1990	Marsden	Person	Murray
1991	Marsdenï¿½s edition of Polo	 	Yule
1992	Martin	Person	Yule
1993	Martini	Person	Murray,Yule
1994	Martyrs	FALSE	Yule
1995	Mashhad (Meshed	Location	Yule
1996	Mashiz	FALSE	Yule
1997	Maskat	FALSE	Yule
1998	Mastiff Dogs	FALSE	Yule
1999	Mastiffs of Tibet	FALSE	Yule
2000	Mastodon	FALSE	Yule
2001	Masulipatam	Location	Murray,Yule
2002	Masï¿½ud II	 	Yule
2003	Masï¿½udi	 	Yule
2004	Matchlocks	FALSE	Yule
2005	Mati Dhivaja	FALSE	Yule
2006	Matityna (Martinique)	FALSE	Yule
2007	Matitï¿½nana	 	Yule
2008	Maundevile	Person	Yule
2009	Maung Maorong	Person	Yule
2010	Mauro	Person	Yule
2011	Mausul (Mosul)	Location	Yule
2012	Mayers	FALSE	Yule
2013	Mayhew	FALSE	Yule
2014	Mazandï¿½ran	 	Yule
2015	Maï¿½bar (Maabar)	 	Yule
2016	Medressehs at Sivas	FALSE	Yule
2017	Mekhitar	FALSE	Yule
2018	Mekong River (Lan-tsang kiang)	Location	Yule
2019	Mekrï¿½n	 	Yule
2020	Mekrï¿½nis	 	Yule
2021	Melchior	FALSE	Yule
2022	Melibar	Location	Yule
2023	Melibar (Malabar)	Location	Murray
2024	Melic	FALSE	Yule
2025	Melons	FALSE	Yule
2026	Menangkabau	FALSE	Yule
2027	Mendoza	FALSE	Yule
2028	Menezes	FALSE	Yule
2029	Mengki	Person	Yule
2030	Menjar (Mï¿½jar?)	 	Yule
2031	Menuvair and Grosvair	FALSE	Yule
2032	Merghuz Boirï¿½k Khan	 	Yule
2033	Merkit (Mecrit	Location	Yule
2034	Meshid (more correctly Mashhad)	FALSE	Yule
2035	Messengers	FALSE	Yule
2036	Mexico	Location	Yule
2037	Meyer	Person	Yule
2038	Miafarakain	FALSE	Yule
2039	Miau-tzu	FALSE	Yule
2040	Mien	Location	Murray,Yule
2041	Mikado	FALSE	Yule
2042	Military engines of the Middle Ages	Person	Yule
2043	Milk	FALSE	Yule
2044	Million	FALSE	Yule
2045	Millione	Person	Yule
2046	Millioni	FALSE	Yule
2047	Milne	FALSE	Yule
2048	Min River (in Fokien	Location	Yule
2049	Min River (in Fokien)	Location	Yule
2050	Minao district	Location	Yule
2051	Mines and Minerals	Location	Yule
2052	Minever	FALSE	Yule
2053	Ming	Organization	Yule
2054	Ming-ti	Person	Yule
2055	Mingan	Person	Yule
2056	Minjï¿½n	 	Yule
2057	Minotto	Person	Yule
2058	Mint	FALSE	Yule
2059	Mintsing-hien	FALSE	Yule
2060	Mious River	Location	Yule
2061	Miracle Stories	FALSE	Yule
2062	Mirkhond	FALSE	Yule
2063	Mirobolans	FALSE	Yule
2064	Missionary Friars	FALSE	Yule
2065	Moa of New Zealand	Location	Yule
2066	Modhafferians	FALSE	Yule
2067	Modun Khotan (ï¿½Wood-villeï¿½)	 	Yule
2068	Moghistan	FALSE	Yule
2069	Mohammed	Person	Yule
2070	Mohammerah	FALSE	Yule
2071	Mohiuddin	FALSE	Yule
2072	Mokli	FALSE	Yule
2073	Molayu	FALSE	Yule
2074	Molebar	Location	Yule
2075	Molephatan	FALSE	Yule
2076	Moliï¿½re	 	Yule
2077	Moluccas	FALSE	Yule
2078	Mombasa	FALSE	Yule
2079	Momein	FALSE	Yule
2080	Monasteries of Idolaters (Buddhists)	FALSE	Yule
2081	Money	FALSE	Yule
2082	Money of the great khan		Murray
2083	Mongol Emperors	Person	Murray
2084	Mongol conquests	FALSE	Yule
2085	Mongols	Organization	Murray
2086	Mongon Khan	FALSE	Yule
2087	Mongotay (Mangkutai	Person	Yule
2088	Monkeys	FALSE	Yule
2089	Monks	FALSE	Yule
2090	Monnier	Person	Yule
2091	Monoceros and Maiden	FALSE	Yule
2092	Monophysitism	FALSE	Yule
2093	Monsoons	FALSE	Yule
2094	Monte dï¿½Ely	 	Yule
2095	Montecorvino	Person	Yule
2096	Montgomerie	Person	Yule
2097	Monument at Si-ngan fu	FALSE	Yule
2098	Moon	Location	Yule
2099	Moore	FALSE	Yule
2100	Moplas	FALSE	Yule
2101	Morgan	Person	Yule
2102	Mortagne	FALSE	Yule
2103	Moscow	Location	Yule
2104	Mosolin	FALSE	Yule
2105	Mossos	Location	Yule
2106	Mostaï¿½sim Billah	 	Yule
2107	Mosul	Location	Murray
2108	Mosul (Mausul)	Location	Yule
2109	Motapallï¿½	 	Yule
2110	Motawakkil	Person	Yule
2111	Moule	Person	Yule
2112	Mount	FALSE	Yule
2113	Mountain	Location	Yule
2114	Mourning customs	FALSE	Yule
2115	Mozambique Channel	FALSE	Yule
2116	Muang	Location	Yule
2117	Mulberry Trees	FALSE	Yule
2118	Multan	FALSE	Yule
2119	Mulï¿½Java	 	Yule
2120	Mulï¿½hidah (Mulehet)	 	Yule
2121	Mung (Nicaea)	FALSE	Yule
2122	Mungasht	FALSE	Yule
2123	Mungul	FALSE	Yule
2124	Mungulï¿½Temur and Mongoï¿½Temur	 	Yule
2125	Murad Beg	FALSE	Yule
2126	Murghab River	Location	Yule
2127	Murray	Person	Yule
2128	Murus Ussu (Brius	FALSE	Yule
2129	Mus	FALSE	Yule
2130	MusaÕœd	 	Yule
2131	Musk		Murray,Yule
2132	Muslin	FALSE	Yule
2133	Mutfili (Motapallï¿½ for Telingana)	 	Yule
2134	Muza	FALSE	Yule
2135	Mynibar	FALSE	Yule
2136	Mysore	Location	Yule
2137	Mystic number	FALSE	Yule
2138	Mï¿½chin	 	Yule
2139	Mï¿½dï¿½i	 	Yule
2140	Mï¿½ller	 	Yule
2141	Mï¿½n	 	Yule
2142	Mï¿½nï¿½l pheasant (Lopophorus impeyanus)	 	Yule
2143	Mï¿½ramangalam	 	Yule
2144	Mï¿½rat	 	Yule
2145	Mï¿½tzner	 	Yule
2146	Nac	FALSE	Yule
2147	Nakkï¿½ra (Naccara)	 	Yule
2148	Nalanda	FALSE	Yule
2149	Nan-ghin (Nan-King)	Location	Murray
2150	Nancouri	FALSE	Yule
2151	Nanghin (Ngan-king)	FALSE	Yule
2152	Nangiass	Person	Yule
2153	Nankau	FALSE	Yule
2154	Nanking	FALSE	Yule
2155	Nanwuli	FALSE	Yule
2156	Nanï¿½Chao	 	Yule
2157	Naobanjï¿½n	 	Yule
2158	Naoshirwan	FALSE	Yule
2159	Naphtha in the Caucasian country	FALSE	Yule
2160	Napier	Person	Yule
2161	Napoleon III	Person	Yule
2162	Narikelaï¿½Dvipa	 	Yule
2163	Narinï¿½Kaleh	 	Yule
2164	Narkandam	Location	Yule
2165	Narsinga	Person	Yule
2166	Narwhal tusk	FALSE	Yule
2167	Nasich	FALSE	Yule
2168	Nasruddin (Nescradin)	Person	Yule
2169	Nassir-uddin	Person	Yule
2170	Natigay	FALSE	Yule
2171	Navapa (Lop?)	FALSE	Yule
2172	Navaï¿½Khanda	 	Yule
2173	Naversa (ancient Anazarbus	FALSE	Yule
2174	Nayan	Person	Murray,Yule
2175	Nebila and Mangla islands	Location	Yule
2176	Nebuchadnezzar	FALSE	Yule
2177	Necklaces	FALSE	Yule
2178	Necuveran	FALSE	Yule
2179	Necuveran (Nicobar) Islands		Murray
2180	Negapatam	FALSE	Yule
2181	Negroes described	FALSE	Yule
2182	Negropont	FALSE	Yule
2183	Nellore	FALSE	Yule
2184	Nemej	FALSE	Yule
2185	Nerghi	FALSE	Yule
2186	Nescardin	Person	Murray
2187	Nescradin	Person	Yule
2188	Nestorian Christians	Organization	Yule
